,Date,Network,Impressions,Engagements,Engagement Rate,Post ID
824,2/22/2020 12:24,Facebook,2208,14.0,0.006340579710144928,82777273087_10158030213233088
825,12/10/2020 7:45,Facebook,1163,9.0,0.007738607050730868,82777273087_10158863861923088
826,3/31/2020 11:24,Facebook,2080,11.0,0.005288461538461539,82777273087_10158155604183088
827,5/29/2020 10:44,Facebook,2812,19.0,0.006756756756756757,82777273087_10158360560788088
828,8/5/2020 12:15,Facebook,1764,14.0,0.007936507936507936,82777273087_10158560660968088
830,3/21/2020 15:20,Facebook,2247,5.0,0.0022251891410769915,82777273087_10158117519398088
831,1/21/2020 16:16,Facebook,1761,13.0,0.0073821692220329355,82777273087_10157931359013088
838,10/16/2020 10:50,Facebook,967,9.0,0.009307135470527405,82777273087_10158737664898088
840,2/7/2020 10:08,Facebook,2053,17.0,0.008280565026790063,82777273087_10157964621278088
848,7/14/2020 9:34,Facebook,2022,19.0,0.009396636993076163,82777273087_10158501565763088
849,5/30/2020 11:10,Facebook,2497,22.0,0.00881057268722467,82777273087_10158363897308088
850,4/14/2020 11:04,Facebook,2080,9.0,0.004326923076923077,82777273087_10158204648828088
856,1/12/2020 11:42,Facebook,1182,11.0,0.009306260575296108,82777273087_10157904522483088
859,12/4/2020 16:40,Facebook,1708,16.0,0.00936768149882904,82777273087_10158851048058088
861,11/5/2020 14:39,Facebook,1940,24.0,0.012371134020618556,82777273087_10158785147623088
862,1/20/2020 11:00,Facebook,3292,32.0,0.009720534629404616,82777273087_10157927918133088
868,9/22/2020 9:37,Facebook,1632,13.0,0.007965686274509803,82777273087_10158680186948088
870,4/11/2020 18:24,Facebook,2381,15.0,0.00629987400251995,82777273087_10158194796548088
873,4/5/2020 10:51,Facebook,3064,34.0,0.011096605744125326,82777273087_10158172637958088
874,5/20/2020 11:27,Facebook,2599,18.0,0.006925740669488265,82777273087_10158332455638088
875,4/15/2020 15:38,Facebook,3349,23.0,0.006867721707972529,82777273087_10158209051833088
876,5/8/2020 11:04,Facebook,2136,5.0,0.0023408239700374533,82777273087_10158294647188088
882,5/30/2020 14:51,Facebook,3205,17.0,0.005304212168486739,82777273087_10158364553978088
885,4/16/2020 9:46,Facebook,2624,20.0,0.007621951219512195,82777273087_10158211556423088
887,8/2/2020 15:03,Facebook,1023,6.0,0.005865102639296188,82777273087_10158553322828088
888,7/26/2020 15:06,Facebook,1818,14.0,0.007700770077007701,82777273087_10158534488653088
891,6/28/2020 15:10,Facebook,2835,28.0,0.009876543209876543,82777273087_10158453196898088
892,2/28/2020 10:08,Facebook,3229,22.0,0.006813254877671105,82777273087_10158047254593088
894,6/23/2020 15:33,Facebook,2660,24.0,0.009022556390977444,82777273087_10158438106703088
895,10/8/2020 15:15,Facebook,2150,14.0,0.0065116279069767444,82777273087_10158718506898088
897,1/8/2020 9:15,Facebook,2701,30.0,0.011106997408367271,82777273087_10157892739778088
900,7/17/2020 14:40,Facebook,2360,20.0,0.00847457627118644,82777273087_10158510560753088
910,7/16/2020 16:58,Facebook,2958,22.0,0.0074374577417173765,82777273087_10158508082493088
912,9/10/2020 15:39,Facebook,1501,12.0,0.007994670219853431,82777273087_10158650937658088
915,6/2/2020 9:32,Facebook,886,6.0,0.006772009029345372,82777273087_10158373000898088
919,10/29/2020 15:15,Facebook,2152,10.0,0.004646840148698885,82777273087_10158768377953088
920,1/17/2020 9:35,Facebook,1708,11.0,0.006440281030444965,82777273087_10157919101538088
924,4/13/2020 19:49,Facebook,3230,21.0,0.006501547987616099,82777273087_10158202765848088
925,12/18/2020 17:05,Facebook,1094,8.0,0.007312614259597806,82777273087_10158883242588088
935,9/11/2020 16:51,Facebook,1985,20.0,0.010075566750629723,82777273087_10158653523503088
937,3/12/2020 10:37,Facebook,1928,11.0,0.005705394190871369,82777273087_10158084915823088
939,2/14/2020 9:55,Facebook,2137,24.0,0.011230697239120261,82777273087_10158006479023088
943,5/8/2020 11:01,Facebook,1547,6.0,0.003878474466709761,82777273087_10158294636203088
953,8/5/2020 16:48,Facebook,3009,25.0,0.008308408109006314,82777273087_10158561281098088
956,6/16/2020 9:39,Facebook,2209,17.0,0.007695789950203712,82777273087_10158415628603088
957,5/16/2020 15:15,Facebook,3206,19.0,0.005926388022457892,82777273087_10158320846463088
958,4/28/2020 11:23,Facebook,2468,22.0,0.008914100486223663,82777273087_10158259370638088
963,7/8/2020 17:00,Facebook,2720,27.0,0.009926470588235294,82777273087_10158486454448088
967,5/27/2020 7:54,Facebook,3025,31.0,0.010247933884297521,82777273087_10158353875443088
968,7/2/2020 10:31,Facebook,2186,14.0,0.006404391582799634,82777273087_10158468146323088
970,8/7/2020 10:57,Facebook,2546,12.0,0.004713275726630008,82777273087_10158565825223088
971,9/30/2020 9:01,Facebook,1350,9.0,0.006666666666666667,82777273087_10158699354003088
974,3/6/2020 15:59,Facebook,2436,28.0,0.011494252873563218,82777273087_10158068190243088
976,8/27/2020 11:55,Facebook,1346,12.0,0.008915304606240713,82777273087_10158614650198088
980,9/26/2020 10:50,Facebook,2213,30.0,0.013556258472661545,82777273087_10158689959668088
984,10/1/2020 17:51,Facebook,1279,13.0,0.010164190774042221,82777273087_10158702761148088
987,10/20/2020 17:27,Facebook,1275,14.0,0.010980392156862745,82777273087_10158747718638088
989,4/24/2020 10:44,Facebook,2395,16.0,0.006680584551148226,82777273087_10158243624918088
990,6/19/2020 10:42,Facebook,2594,29.0,0.01117964533538936,82777273087_10158424705963088
991,12/8/2020 16:36,Facebook,505,4.0,0.007920792079207921,82777273087_10158860411013088
992,4/24/2020 10:59,Facebook,2018,8.0,0.003964321110009911,82777273087_10158243692718088
993,5/8/2020 16:35,Facebook,2028,38.0,0.01873767258382643,82777273087_10158295691533088
998,4/9/2020 17:15,Facebook,2245,16.0,0.0071269487750556795,82777273087_10158187480968088
999,7/28/2020 14:48,Facebook,1646,18.0,0.010935601458080195,82777273087_10158539859903088
1007,12/27/2020 7:40,Facebook,1137,9.0,0.0079155672823219,82777273087_10158903482658088
1014,1/22/2020 9:43,Facebook,2316,23.0,0.009930915371329879,82777273087_10157933285173088
1015,3/27/2020 10:56,Facebook,2907,23.0,0.007911936704506364,82777273087_10158140284083088
1016,8/20/2020 15:43,Facebook,2118,19.0,0.008970727101038715,82777273087_10158597970998088
1023,10/30/2020 8:29,Facebook,2197,13.0,0.005917159763313609,82777273087_10158769827853088
1024,6/18/2020 10:23,Facebook,1999,16.0,0.0080040020010005,82777273087_10158421627763088
1025,7/17/2020 15:05,Facebook,2093,19.0,0.009077878643096034,82777273087_10158510613758088
1026,6/8/2020 13:44,Facebook,2626,21.0,0.007996953541507998,82777273087_10158392485268088
1032,8/21/2020 16:34,Facebook,2561,7.0,0.002733307301835221,82777273087_10158600519253088
1034,7/16/2020 15:24,Facebook,2266,24.0,0.01059135039717564,82777273087_10158507851778088
1035,10/11/2020 10:43,Facebook,1928,17.0,0.008817427385892116,82777273087_10158726263798088
1037,8/10/2020 15:13,Facebook,1580,10.0,0.006329113924050633,82777273087_10158574050818088
1040,7/3/2020 10:59,Facebook,2295,15.0,0.006535947712418301,82777273087_10158471167653088
1044,4/23/2020 15:24,Facebook,2573,10.0,0.00388651379712398,82777273087_10158240559728088
1046,8/27/2020 15:25,Facebook,2566,25.0,0.009742790335151987,82777273087_10158615048768088
1050,5/15/2020 17:27,Facebook,1654,12.0,0.007255139056831923,82777273087_10158318292088088
1052,12/16/2020 13:16,Facebook,1699,18.0,0.01059446733372572,82777273087_10158878192513088
1057,5/16/2020 14:57,Facebook,2364,17.0,0.0071912013536379014,82777273087_10158320802748088
1059,11/30/2020 13:41,Facebook,1589,7.0,0.004405286343612335,82777273087_10158841595588088
1060,7/20/2020 15:03,Facebook,2103,18.0,0.008559201141226819,82777273087_10158518492073088
1061,9/9/2020 18:52,Facebook,1729,19.0,0.01098901098901099,82777273087_10158648965168088
1062,5/23/2020 14:57,Facebook,2709,39.0,0.014396456256921373,82777273087_10158342556208088
1063,3/5/2020 9:54,Facebook,1676,9.0,0.0053699284009546535,82777273087_10158064508108088
1068,10/19/2020 19:00,Facebook,2309,52.0,0.02252057167605024,82777273087_1258868907801251
1069,8/1/2020 10:31,Facebook,3499,31.0,0.008859674192626465,82777273087_10158549886088088
1070,11/13/2020 14:15,Facebook,3082,37.0,0.012005191434133679,82777273087_10158803715088088
1072,5/14/2020 17:20,Facebook,2195,20.0,0.009111617312072893,82777273087_10158315063913088
1073,6/18/2020 10:27,Facebook,2515,13.0,0.005168986083499006,82777273087_10158421635643088
1080,10/23/2020 17:44,Facebook,1494,12.0,0.008032128514056224,82777273087_10158754491633088
1081,11/6/2020 15:35,Facebook,1493,12.0,0.008037508372404554,82777273087_10158787703118088
1082,2/12/2020 10:28,Facebook,2352,27.0,0.011479591836734694,82777273087_10158000244903088
1085,7/24/2020 17:21,Facebook,2348,20.0,0.008517887563884156,82777273087_10158529377003088
1089,3/16/2020 10:41,Facebook,1887,5.0,0.002649708532061473,82777273087_10158097864208088
1091,4/20/2020 19:25,Facebook,2605,14.0,0.005374280230326296,82777273087_10158229189213088
1092,4/26/2020 10:50,Facebook,3273,37.0,0.011304613504430187,82777273087_10158252043783088
1093,4/29/2020 15:50,Facebook,1742,13.0,0.007462686567164179,82777273087_10158263913448088
1094,12/17/2020 10:53,Facebook,1429,18.0,0.012596221133659902,82777273087_10158880196958088
1098,6/24/2020 17:10,Facebook,2355,24.0,0.01019108280254777,82777273087_10158441275183088
1099,7/15/2020 15:43,Facebook,2754,25.0,0.00907770515613653,82777273087_10158505133858088
1100,4/10/2020 8:19,Facebook,2218,16.0,0.007213706041478809,82777273087_10158189561418088
1101,6/29/2020 18:11,Facebook,3857,31.0,0.008037334716100596,82777273087_10158456916258088
1102,12/20/2020 7:41,Facebook,1462,10.0,0.006839945280437756,82777273087_10158886878898088
1103,3/8/2020 18:27,Facebook,2816,13.0,0.004616477272727273,82777273087_10158074478923088
1104,7/28/2020 14:30,Facebook,2066,7.0,0.003388189738625363,82777273087_10158539827108088
1106,1/26/2020 10:25,Facebook,2021,18.0,0.008906481939633844,82777273087_10157945410358088
1109,9/23/2020 19:15,Facebook,1661,16.0,0.00963275135460566,82777273087_10158683661903088
1110,10/12/2020 19:00,Facebook,2913,27.0,0.009268795056642637,82777273087_630982087590644
1112,3/22/2020 10:46,Facebook,2878,23.0,0.007991660875608061,82777273087_10158120748398088
1114,5/17/2020 11:13,Facebook,4593,37.0,0.008055736991073372,82777273087_10158323355678088
1116,2/5/2020 16:55,Facebook,2633,36.0,0.013672616786935056,82777273087_10157980184063088
1117,10/9/2020 10:37,Facebook,2674,36.0,0.013462976813762155,82777273087_10158720555658088
1121,2/27/2020 9:59,Facebook,2148,12.0,0.00558659217877095,82777273087_10158044185443088
1122,8/3/2020 11:25,Facebook,2401,21.0,0.008746355685131196,82777273087_10158555335468088
1123,2/7/2020 10:08,Facebook,2143,22.0,0.01026598226784881,82777273087_10157985164478088
1129,11/3/2020 16:59,Facebook,592,4.0,0.006756756756756757,82777273087_10158781140513088
1130,4/2/2020 17:19,Facebook,3001,31.0,0.010329890036654448,82777273087_10158163628888088
1132,4/17/2020 10:59,Facebook,1605,15.0,0.009345794392523364,82777273087_10158215758938088
1134,2/18/2020 16:03,Facebook,3039,17.0,0.005593945376768674,82777273087_10158018951233088
1137,2/19/2020 10:26,Facebook,3451,56.0,0.016227180527383367,82777273087_10158021117303088
1140,3/30/2020 16:17,Facebook,1552,13.0,0.008376288659793814,82777273087_10158152937238088
1143,10/4/2020 10:39,Facebook,1835,40.0,0.021798365122615803,82777273087_10158709403218088
1147,5/27/2020 17:56,Facebook,2697,20.0,0.007415647015202077,82777273087_10158355521353088
1149,7/13/2020 11:06,Facebook,5351,29.0,0.0054195477480844705,82777273087_10158499180378088
1153,7/23/2020 15:37,Facebook,2355,34.0,0.014437367303609342,82777273087_10158526518378088
1155,7/30/2020 15:25,Facebook,2846,35.0,0.012297962052002811,82777273087_10158545416033088
1157,9/28/2020 10:17,Facebook,452,2.0,0.004424778761061947,82777273087_10158694686493088
1160,6/18/2020 17:03,Facebook,2661,19.0,0.007140172867343104,82777273087_10158422669803088
1164,1/24/2020 9:59,Facebook,611,7.0,0.011456628477905073,82777273087_10157939111388088
1166,3/30/2020 14:55,Facebook,3091,24.0,0.007764477515367195,82777273087_10158152668523088
1167,2/6/2020 9:38,Facebook,3292,31.0,0.009416767922235723,82777273087_10157982011608088
1170,3/1/2020 10:13,Facebook,2916,36.0,0.012345679012345678,82777273087_10158053178453088
1176,7/21/2020 13:34,Facebook,2410,30.0,0.012448132780082987,82777273087_10158520942668088
1178,9/21/2020 11:02,Facebook,2248,23.0,0.010231316725978648,82777273087_10158677945843088
1179,7/7/2020 19:42,Facebook,2045,13.0,0.006356968215158924,82777273087_10158484129008088
1180,7/8/2020 8:13,Facebook,2244,29.0,0.012923351158645277,82777273087_10158485249363088
1186,7/11/2020 10:26,Facebook,3428,26.0,0.007584597432905484,82777273087_10158493922218088
1188,6/15/2020 11:21,Facebook,2463,22.0,0.008932196508323184,82777273087_10158412916208088
1190,9/14/2020 10:59,Facebook,713,9.0,0.012622720897615708,82777273087_10158660644828088
1208,3/11/2020 11:00,Facebook,1922,22.0,0.011446409989594173,82777273087_10158082020443088
1210,2/9/2020 10:15,Facebook,2879,30.0,0.010420284821118444,82777273087_10157991462008088
1212,6/17/2020 8:11,Facebook,2374,13.0,0.005475989890480202,82777273087_10158418333153088
1213,5/2/2020 15:15,Facebook,1871,38.0,0.020309994655264563,82777273087_10158274578263088
1215,3/4/2020 10:05,Facebook,2322,38.0,0.01636520241171404,82777273087_10158061823063088
1216,11/10/2020 16:43,Facebook,760,9.0,0.011842105263157895,82777273087_10158797402508088
1217,8/8/2020 11:34,Facebook,3116,39.0,0.01251604621309371,82777273087_10158565855758088
1221,12/10/2020 10:36,Facebook,2304,40.0,0.017361111111111112,82777273087_10158864184868088
1222,5/5/2020 11:32,Facebook,1778,15.0,0.00843644544431946,82777273087_10158284233738088
1225,4/20/2020 10:45,Facebook,2597,161.0,0.06199460916442048,82777273087_10158227486243088
1226,11/27/2020 14:30,Facebook,1511,24.0,0.01588352084712111,82777273087_10158835209458088
1235,6/14/2020 14:46,Facebook,3106,35.0,0.011268512556342562,82777273087_10158410610593088
1238,10/15/2020 16:30,Facebook,1104,11.0,0.009963768115942028,82777273087_10158735952753088
1241,12/22/2020 14:47,Facebook,1421,23.0,0.01618578465869106,82777273087_10158892373843088
1243,1/23/2020 9:56,Facebook,2286,8.0,0.003499562554680665,82777273087_10157936123713088
1248,4/12/2020 18:46,Facebook,3744,62.0,0.01655982905982906,82777273087_10158198902508088
1249,12/4/2020 14:50,Facebook,5710,195.0,0.03415061295971979,82777273087_10158850770063088
1252,1/5/2020 10:03,Facebook,3907,50.0,0.012797542871768621,82777273087_10157884591128088
1254,11/17/2020 15:00,Facebook,2322,35.0,0.015073212747631352,82777273087_363190621454503
1258,6/10/2020 17:02,Facebook,2462,82.0,0.03330625507717303,82777273087_10158398895293088
1260,7/11/2020 17:57,Facebook,3376,49.0,0.014514218009478674,82777273087_10158494880463088
1266,2/16/2020 7:11,Facebook,4966,55.0,0.011075312122432542,82777273087_10158012000388088
1268,4/17/2020 14:02,Facebook,3087,55.0,0.017816650469711693,82777273087_10158216377563088
1269,2/21/2020 9:45,Facebook,4769,76.0,0.01593625498007968,82777273087_10158026871148088
1271,2/28/2020 16:05,Facebook,2137,10.0,0.004679457182966776,82777273087_10158048081333088
1272,4/19/2020 18:29,Facebook,2552,33.0,0.01293103448275862,82777273087_10158224855948088
1281,6/25/2020 17:15,Facebook,3220,46.0,0.014285714285714285,82777273087_10158444340463088
1286,7/4/2020 10:51,Facebook,2870,40.0,0.013937282229965157,82777273087_10158474238378088
1289,3/31/2020 14:45,Facebook,2037,23.0,0.011291114383897889,82777273087_10158156237833088
1297,9/15/2020 7:11,Facebook,1819,22.0,0.012094557449147883,82777273087_10158662873773088
1299,11/21/2020 20:48,Facebook,1277,15.0,0.011746280344557557,82777273087_10158822983408088
1300,2/4/2020 8:19,Facebook,1008,12.0,0.011904761904761904,82777273087_10157976128643088
1311,10/30/2020 8:29,Facebook,2467,27.0,0.010944466963923795,82777273087_10158769827953088
1315,4/21/2020 10:58,Facebook,2304,454.0,0.1970486111111111,82777273087_10158231494918088
1320,1/3/2020 7:08,Facebook,2491,31.0,0.012444801284624649,82777273087_10157878389288088
1331,6/11/2020 10:28,Facebook,2201,48.0,0.021808268968650613,82777273087_10158400881118088
1338,5/22/2020 12:04,Facebook,6000,38.0,0.006333333333333333,82777273087_10158338891538088
1340,3/1/2020 17:34,Facebook,2569,14.0,0.005449591280653951,82777273087_10158054217693088
1341,4/10/2020 17:45,Facebook,2749,67.0,0.02437249909057839,82777273087_10158191228978088
1342,4/10/2020 17:47,Facebook,2626,36.0,0.013709063214013708,82777273087_10158191234073088
1344,11/3/2020 15:01,Facebook,1877,32.0,0.017048481619605753,82777273087_348831239679691
1345,5/9/2020 14:55,Facebook,2224,25.0,0.011241007194244604,82777273087_10158298857088088
1361,7/28/2020 12:30,Facebook,2962,43.0,0.01451721809588116,82777273087_10158539537033088
1367,6/1/2020 19:46,Facebook,4807,101.0,0.021011025587684626,82777273087_10158371436613088
1371,4/22/2020 15:58,Facebook,2506,24.0,0.009577015163607342,82777273087_10158236633953088
1372,5/2/2020 14:55,Facebook,3976,56.0,0.014084507042253521,82777273087_10158274530733088
1375,3/30/2020 11:10,Facebook,2964,407.0,0.13731443994601888,82777273087_10158151915498088
1382,8/4/2020 9:17,Facebook,2782,37.0,0.013299784327821711,82777273087_10158557606238088
1385,1/21/2020 9:47,Facebook,420,2.0,0.004761904761904762,82777273087_10157930396988088
1391,8/20/2020 16:51,Facebook,2752,20.0,0.007267441860465116,82777273087_10158598107923088
1406,9/14/2020 14:50,Facebook,2411,20.0,0.00829531314807134,82777273087_10158661115818088
1409,7/13/2020 15:03,Facebook,1867,182.0,0.09748259239421532,82777273087_10158499725818088
1418,6/9/2020 16:57,Facebook,3992,85.0,0.021292585170340682,82777273087_10158395798033088
1423,2/19/2020 16:10,Facebook,2209,44.0,0.019918515165233137,82777273087_10158021878433088
1439,6/14/2020 11:10,Facebook,4100,52.0,0.012682926829268294,82777273087_10158410139263088
1450,2/21/2020 22:00,Facebook,3247,38.0,0.011703110563597166,82777273087_10158028432963088
1467,2/8/2020 8:47,Facebook,2706,19.0,0.007021433850702144,82777273087_10157988062733088
1471,9/20/2020 10:19,Facebook,2783,22.0,0.007905138339920948,82777273087_10158675736228088
1475,4/3/2020 12:09,Facebook,5972,51.0,0.00853985264567984,82777273087_10158166208713088
1482,6/17/2020 16:48,Facebook,1784,17.0,0.00952914798206278,82777273087_10158419678318088
1484,4/24/2020 17:45,Facebook,3033,27.0,0.008902077151335312,82777273087_10158245147238088
1485,12/18/2020 10:38,Facebook,625,12.0,0.0192,82777273087_10158882374308088
1505,4/17/2020 12:12,Facebook,6441,49.0,0.007607514361124049,82777273087_10158215990323088
1506,4/22/2020 16:41,Facebook,2045,464.0,0.22689486552567237,82777273087_10158236756808088
1512,6/11/2020 16:56,Facebook,2160,27.0,0.0125,82777273087_10158401814918088
1524,4/25/2020 14:56,Facebook,10713,153.0,0.014281713805656678,82777273087_10158248858343088
1550,11/4/2020 13:15,Facebook,2313,481.0,0.20795503674881108,82777273087_10158782902923088
1566,9/24/2020 15:44,Facebook,2194,45.0,0.020510483135824976,82777273087_10158685636818088
1575,5/1/2020 15:00,Facebook,4371,48.0,0.01098146877144818,82777273087_261127755291668
1580,4/27/2020 10:48,Facebook,1955,455.0,0.23273657289002558,82777273087_10158255588618088
1586,6/29/2020 11:23,Facebook,3643,738.0,0.2025802909689816,82777273087_10158455558753088
1590,7/9/2020 15:17,Facebook,3493,29.0,0.00830231892356141,82777273087_10158488866078088
1591,2/2/2020 9:55,Facebook,9840,459.0,0.046646341463414634,82777273087_10157970411903088
1596,8/14/2020 10:57,Facebook,4204,183.0,0.04352997145575642,82777273087_10158583002843088
1598,5/12/2020 19:58,Facebook,3641,459.0,0.12606426805822576,82777273087_10158309470023088
1604,8/10/2020 10:58,Facebook,2053,175.0,0.08524111056989771,82777273087_10158573504528088
1610,2/20/2020 9:50,Facebook,2029,345.0,0.17003449975357318,82777273087_10158023869303088
1621,2/28/2020 15:44,Facebook,1505,35.0,0.023255813953488372,82777273087_10158048038343088
1630,2/5/2020 9:48,Facebook,1856,179.0,0.09644396551724138,82777273087_10157979228818088
1632,7/21/2020 9:14,Facebook,3616,71.0,0.01963495575221239,82777273087_788262888649447
1635,12/31/2020 10:59,Facebook,2535,701.0,0.2765285996055227,82777273087_10158913006548088
1656,1/13/2020 13:40,Facebook,1446,41.0,0.028354080221300138,82777273087_10157907990938088
1671,1/4/2020 10:02,Facebook,2482,777.0,0.31305398871877516,82777273087_10157881673908088
1672,6/25/2020 16:16,Facebook,2306,710.0,0.30789245446660884,82777273087_10158444181533088
1676,3/12/2020 9:54,Facebook,4880,75.0,0.015368852459016393,82777273087_10158084822378088
1681,11/12/2020 14:21,Facebook,2008,573.0,0.2853585657370518,82777273087_10158801500333088
1686,2/23/2020 10:15,Facebook,2209,745.0,0.33725667722951563,82777273087_10158032964483088
1691,2/1/2020 10:10,Facebook,2303,543.0,0.2357794181502388,82777273087_10157967322278088
1702,8/23/2020 15:03,Facebook,2666,414.0,0.15528882220555137,82777273087_10158605421413088
1707,4/6/2020 19:55,Facebook,1255,723.0,0.5760956175298805,82777273087_10158177676183088
1708,6/9/2020 10:47,Facebook,2860,356.0,0.12447552447552447,82777273087_10158394908418088
1711,8/17/2020 17:54,Facebook,1751,498.0,0.2844089091947459,82777273087_10158591085363088
1714,10/7/2020 8:33,Facebook,1822,449.0,0.24643249176728868,82777273087_10158715660318088
1715,3/10/2020 10:56,Facebook,2472,1023.0,0.41383495145631066,82777273087_10158079235013088
1723,3/20/2020 17:46,Facebook,2238,527.0,0.2354781054512958,82777273087_10158114188438088
1726,1/25/2020 10:03,Facebook,2385,509.0,0.21341719077568133,82777273087_10157942163228088
1730,3/23/2020 19:52,Facebook,2315,594.0,0.25658747300215984,82777273087_10158126541023088
1736,4/16/2020 17:17,Facebook,2030,514.0,0.25320197044334974,82777273087_10158213023463088
1743,10/3/2020 8:28,Facebook,11199,270.0,0.02410929547281007,82777273087_10158695813388088
1745,5/1/2020 10:35,Facebook,1920,985.0,0.5130208333333334,82777273087_10158270087823088
1746,4/8/2020 12:15,Facebook,3401,32.0,0.009408997353719493,82777273087_10158183269453088
1755,5/21/2020 10:53,Facebook,4844,460.0,0.09496284062758051,82777273087_10158335437283088
1761,1/11/2020 10:23,Facebook,2248,532.0,0.23665480427046262,82777273087_10157901339518088
1769,2/11/2020 14:42,Facebook,2709,42.0,0.015503875968992248,82777273087_10157997741973088
1782,9/3/2020 8:50,Facebook,2206,600.0,0.271985494106981,82777273087_10158632232193088
1788,7/10/2020 10:45,Facebook,1770,58.0,0.0327683615819209,82777273087_10158490930313088
1800,1/15/2020 10:04,Facebook,2303,610.0,0.26487190620929224,82777273087_10157913058113088
1801,7/12/2020 15:08,Facebook,2510,576.0,0.2294820717131474,82777273087_10158497151848088
1810,8/24/2020 10:57,Facebook,1597,429.0,0.2686286787726988,82777273087_10158607246498088
1812,7/19/2020 15:07,Facebook,1930,507.0,0.2626943005181347,82777273087_10158515888383088
1822,8/16/2020 15:25,Facebook,2549,512.0,0.20086308356218124,82777273087_10158588507668088
1824,3/31/2020 19:55,Facebook,2229,774.0,0.3472409152086137,82777273087_10158157050608088
1832,10/6/2020 11:33,Facebook,1685,488.0,0.28961424332344216,82777273087_10158713676623088
1835,5/12/2020 16:28,Facebook,2089,546.0,0.2613690761129727,82777273087_10158308920778088
1843,11/14/2020 21:10,Facebook,2094,289.0,0.13801337153772683,82777273087_10158806901503088
1844,1/1/2020 9:55,Facebook,3260,1187.0,0.36411042944785277,82777273087_10157873004523088
1851,8/12/2020 16:48,Facebook,2208,532.0,0.24094202898550723,82777273087_10158579183363088
1852,11/19/2020 11:08,Facebook,1547,351.0,0.226890756302521,82777273087_10158817479798088
1857,1/2/2020 17:04,Facebook,2423,555.0,0.22905489063144863,82777273087_10157876850118088
1858,8/9/2020 10:36,Facebook,1184,551.0,0.4653716216216216,82777273087_10158571053093088
1859,12/12/2020 21:06,Facebook,2972,652.0,0.2193808882907133,82777273087_10158870117028088
1861,2/4/2020 9:47,Facebook,2004,143.0,0.07135728542914171,82777273087_10157976354108088
1862,7/31/2020 16:30,Facebook,2610,628.0,0.24061302681992336,82777273087_10158548104153088
1866,6/4/2020 10:45,Facebook,3176,51.0,0.01605793450881612,82777273087_10158379431363088
1869,9/30/2020 15:23,Facebook,1769,434.0,0.24533634821933295,82777273087_10158699350833088
1870,12/11/2020 17:04,Facebook,1427,30.0,0.02102312543798178,82777273087_10158867246293088
1872,8/30/2020 15:09,Facebook,2068,503.0,0.2432301740812379,82777273087_10158623063528088
1876,2/3/2020 6:53,Facebook,2771,478.0,0.17250090220137135,82777273087_10157973173923088
1878,7/22/2020 16:41,Facebook,5825,108.0,0.018540772532188842,82777273087_10158523996693088
1885,4/8/2020 15:33,Facebook,1857,785.0,0.4227248249865374,82777273087_10158183821238088
1887,1/9/2020 10:00,Facebook,2244,586.0,0.2611408199643494,82777273087_10157895583808088
1893,10/13/2020 11:33,Facebook,7754,3247.0,0.41875161207118905,82777273087_10158731157003088
1895,8/31/2020 11:17,Facebook,1441,502.0,0.34836918806384454,82777273087_10158624955173088
1913,4/7/2020 20:03,Facebook,2351,796.0,0.33857932794555506,82777273087_10158181031578088
1917,12/18/2020 14:21,Facebook,2119,74.0,0.034922133081642284,82777273087_10158882891403088
1918,9/3/2020 10:31,Facebook,7085,81.0,0.011432604093154553,82777273087_10158632431578088
1919,1/10/2020 9:02,Facebook,3495,117.0,0.03347639484978541,82777273087_10157898259848088
1920,8/25/2020 19:00,Facebook,4488,39.0,0.008689839572192513,82777273087_307703977149117
1926,10/5/2020 14:00,Facebook,3482,35.0,0.010051694428489374,82777273087_337845100628498
1927,8/7/2020 15:04,Facebook,4220,78.0,0.01848341232227488,82777273087_10158566515543088
1928,12/7/2020 15:30,Facebook,3932,31.0,0.007884028484231942,82777273087_312321219885424
1929,7/21/2020 19:00,Facebook,1156,22.0,0.01903114186851211,82777273087_3137622416315518
1932,9/28/2020 14:00,Facebook,2994,64.0,0.02137608550434202,82777273087_3447839705332009
1933,8/19/2020 11:48,Facebook,1795,491.0,0.2735376044568245,82777273087_10158595053323088
1934,3/27/2020 17:48,Facebook,3676,85.0,0.023122959738846573,82777273087_10158141752518088
1935,8/18/2020 19:00,Facebook,3896,46.0,0.011806981519507187,82777273087_220212369411471
1940,11/24/2020 16:00,Facebook,1711,21.0,0.012273524254821741,82777273087_195458255441290
1942,12/14/2020 16:00,Facebook,1885,18.0,0.009549071618037135,82777273087_1087729481693627
1943,10/20/2020 19:00,Facebook,2156,31.0,0.01437847866419295,82777273087_1285624435125103
1944,9/16/2020 19:00,Facebook,2468,20.0,0.008103727714748784,82777273087_905912119937875
1945,8/11/2020 19:01,Facebook,3640,31.0,0.008516483516483516,82777273087_303683887739946
1946,8/4/2020 19:00,Facebook,3672,38.0,0.010348583877995643,82777273087_3653576244653069
1947,9/4/2020 16:00,Facebook,2619,29.0,0.011072928598701794,82777273087_2154819624650541
1948,9/1/2020 19:01,Facebook,2557,16.0,0.006257332811888932,82777273087_1991115924356117
1949,10/27/2020 16:00,Facebook,1701,20.0,0.011757789535567314,82777273087_3307816162669718
1950,11/10/2020 16:00,Facebook,2042,26.0,0.012732615083251714,82777273087_278064166863780
1951,11/16/2020 16:00,Facebook,2000,43.0,0.0215,82777273087_2803957233222577
