,Date,Network,Impressions,Engagements,Engagement Rate,Post ID
1805,2020-05-27 07:54:00,Instagram,6232,413.0,0.06627086007702182,17916017320427287
1806,2020-06-24 17:08:00,Instagram,7659,508.0,0.06632719676197937,17856272156032772
1807,2020-12-28 14:39:00,Instagram,5186,344.0,0.06633243347473969,17876407982042403
1808,2020-05-19 15:06:00,Instagram,5135,341.0,0.06640701071080818,18037120951252340
1809,2020-03-11 07:49:00,Instagram,8389,558.0,0.06651567528906902,17857968646779578
1811,2020-06-08 16:56:00,Instagram,5020,337.0,0.06713147410358565,17936015671372699
1813,2020-02-25 13:57:00,Instagram,5684,383.0,0.06738212526389867,18131710429062580
1814,2020-01-08 09:15:00,Instagram,6229,420.0,0.06742655321881522,18099718408116362
1815,2020-02-12 10:28:00,Instagram,6110,412.0,0.06743044189852701,18129170533035267
1816,2020-01-17 12:57:00,Instagram,6764,457.0,0.06756357185097575,17861305279657710
1817,2020-07-21 20:09:00,Instagram,8332,564.0,0.06769083053288526,18095480587174695
1818,2020-05-18 19:51:00,Instagram,6906,468.0,0.0677671589921807,17869036246754371
1819,2020-07-04 10:51:00,Instagram,7121,483.0,0.06782755231006882,18111140113083057
1820,2020-10-22 17:08:00,Instagram,5152,350.0,0.06793478260869565,17909635153525446
1821,2020-10-24 16:46:00,Instagram,6162,419.0,0.06799740344044142,17858443106206614
1823,2020-05-10 19:45:00,Instagram,6305,431.0,0.0683584456780333,18143390413018029
1825,2020-06-14 12:45:00,Instagram,9825,673.0,0.06849872773536896,17890243792527199
1826,2020-04-12 19:36:00,Instagram,8112,556.0,0.06854043392504931,17951498929319665
1827,2020-11-26 08:09:00,Instagram,5529,379.0,0.06854765780430458,17871040913095431
1828,2020-02-19 10:26:00,Instagram,7018,483.0,0.06882302650327729,17855704264786668
1829,2020-07-27 17:09:00,Instagram,6008,414.0,0.0689081225033289,17852720789177180
1830,2020-11-01 06:50:00,Instagram,9118,629.0,0.06898442640930029,17860603331229448
1831,2020-06-09 16:53:00,Instagram,5892,408.0,0.06924643584521385,18114364570123210
1833,2020-01-04 15:50:00,Instagram,8853,615.0,0.06946797695696375,18118713223064306
1834,2020-01-25 13:27:00,Instagram,8345,581.0,0.06962252846015578,18085139548149018
1836,2020-07-09 13:53:00,Instagram,5503,385.0,0.06996183899691077,17863769095924968
1837,2020-05-20 11:27:00,Instagram,7634,537.0,0.07034320146712078,17852278406033951
1838,2020-09-02 17:05:00,Instagram,9400,662.0,0.07042553191489362,17853326879240085
1839,2020-08-03 16:53:00,Instagram,3762,265.0,0.07044125465178097,17868177310917198
1840,2020-12-18 10:48:00,Instagram,6748,477.0,0.07068761114404268,17871173573125884
1841,2020-11-08 15:45:00,Instagram,7687,545.0,0.07089892025497593,17862506405193816
1842,2020-05-16 22:42:00,Instagram,6093,432.0,0.07090103397341212,17927612443381290
1845,2020-01-22 09:43:00,Instagram,7463,534.0,0.07155299477421949,17857077541733488
1846,2020-03-25 10:45:00,Instagram,5709,409.0,0.07164126817306007,18001515754287172
1847,2020-08-27 16:49:00,Instagram,6942,498.0,0.07173725151253241,17868165409980438
1848,2020-07-11 10:17:00,Instagram,8041,578.0,0.07188160676532769,17873636398758787
1849,2020-08-06 13:28:00,Instagram,6425,462.0,0.07190661478599222,17849339189217859
1850,2020-02-04 14:04:00,Instagram,1845,133.0,0.07208672086720867,18095760832184212
1853,2020-10-11 17:06:00,Instagram,7283,534.0,0.07332143347521626,17853758894285997
1854,2020-11-14 16:13:00,Instagram,6474,476.0,0.07352486870559159,17847423230441489
1855,2020-02-03 07:00:00,Instagram,8116,599.0,0.07380482996550025,17908486801405696
1856,2020-04-21 11:22:00,Instagram,6879,509.0,0.07399331298153801,17890946206504816
1860,2020-10-21 16:52:00,Instagram,7360,550.0,0.07472826086956522,18168433156020426
1863,2020-02-28 15:44:00,Instagram,10858,813.0,0.07487566771044392,17908067179414322
1864,2020-03-04 10:05:00,Instagram,5910,443.0,0.07495769881556684,17867677279645266
1865,2020-06-19 12:01:00,Instagram,6938,526.0,0.07581435572211012,17931819583390745
1867,2020-08-03 19:51:00,Instagram,7645,587.0,0.07678221059516023,17854808267123329
1868,2020-04-22 15:17:00,Instagram,4403,339.0,0.07699295934590052,18051586726232516
1871,2020-06-29 16:48:00,Instagram,6927,542.0,0.07824455031037968,17890107457572993
1873,2020-09-23 08:21:00,Instagram,5872,463.0,0.07884877384196186,17890276468642040
1874,2020-06-11 19:51:00,Instagram,8332,659.0,0.07909265482477196,18145697962027594
1875,2020-07-16 15:05:00,Instagram,5915,468.0,0.07912087912087912,17880046930696105
1877,2020-01-20 11:00:00,Instagram,5972,474.0,0.07937039517749497,18152495788020103
1879,2020-10-15 17:18:00,Instagram,6780,548.0,0.0808259587020649,17853343649287881
1880,2020-09-28 17:23:00,Instagram,6257,506.0,0.08086942624260827,17867702852046703
1881,2020-03-06 15:59:00,Instagram,10446,849.0,0.08127512923607122,18097147021190761
1883,2020-10-14 17:12:00,Instagram,8124,663.0,0.08161004431314624,17865885548108862
1884,2020-02-21 21:22:00,Instagram,7778,635.0,0.08164052455644125,18093550687090123
1886,2020-07-30 15:25:00,Instagram,7829,643.0,0.08213054029888875,18154708600029048
1888,2020-10-08 07:47:00,Instagram,5783,477.0,0.08248314023863047,17844964313386040
1889,2020-12-30 10:15:00,Instagram,10469,865.0,0.08262489253987965,18132395500147000
1891,2020-02-29 11:58:00,Instagram,8957,743.0,0.08295188121022663,17844084730998187
1892,2020-01-09 13:20:00,Instagram,10691,893.0,0.08352820129080535,17861356681630292
1894,2020-08-14 10:35:00,Instagram,8589,725.0,0.08441029223425311,18075548185209265
1896,2020-05-21 09:58:00,Instagram,7473,633.0,0.08470493777599358,17858150020911877
1899,2020-06-11 16:51:00,Instagram,6411,546.0,0.08516612072999533,17861588770936425
1901,2020-05-13 13:18:00,Instagram,5484,472.0,0.08606856309263311,18100831969145705
1902,2020-10-05 16:47:00,Instagram,7056,614.0,0.08701814058956917,17966271643337299
1903,2020-02-09 18:15:00,Instagram,9579,843.0,0.08800501096147824,17858135290741718
1904,2020-12-21 21:30:00,Instagram,4687,416.0,0.08875613398762534,17971054126353322
1905,2020-01-06 09:54:00,Instagram,8784,780.0,0.08879781420765027,17911074607391320
1906,2020-01-06 15:01:00,Instagram,4899,436.0,0.08899775464380486,17978517559288506
1907,2020-12-12 09:51:00,Instagram,12846,1147.0,0.0892884944729877,17908662706560629
1908,2020-06-28 15:10:00,Instagram,11745,1053.0,0.0896551724137931,18134729200076278
1909,2020-11-13 15:45:00,Instagram,23794,2147.0,0.09023283180633773,18173167294044058
1912,2020-05-21 15:30:00,Instagram,8394,778.0,0.09268525137002621,17852992454036294
1914,2020-09-16 16:46:00,Instagram,5738,542.0,0.09445799930289299,18101717173173473
1915,2020-06-04 10:45:00,Instagram,17954,1775.0,0.0988637629497605,18118649644115156
1921,2020-08-07 16:48:00,Instagram,12381,1305.0,0.10540344075599709,17857006844122515
1922,2020-04-24 16:04:00,Instagram,10589,1127.0,0.10643120219095288,17846469836085724
1923,2020-05-26 14:12:00,Instagram,12370,1318.0,0.10654810024252223,17860155364906479
1924,2020-07-22 15:50:00,Instagram,11375,1254.0,0.11024175824175825,18112912741085937
1925,2020-02-02 11:25:00,Instagram,15605,1722.0,0.11034924703620634,17895101686449711
1930,2020-06-01 19:49:00,Instagram,13999,1641.0,0.1172226587613401,17884653355592077
1936,2020-10-31 11:12:00,Instagram,12936,1592.0,0.12306740878169449,17882819416820727
1937,2020-04-25 14:56:00,Instagram,18908,2461.0,0.1301565474931246,17864343145814078
1939,2020-03-24 10:53:00,Instagram,270,43.0,0.15925925925925927,17850965098910688
0,2020-05-11 08:53:00,LinkedIn,72,-11.0,-0.1527777777777778,6665639902232879104
1,2020-05-11 08:52:00,LinkedIn,68,-10.0,-0.14705882352941177,6665639836776562688
159,2020-03-07 10:45:00,LinkedIn,792,4.0,0.005050505050505051,6642127923866406912
262,2020-11-03 17:10:00,LinkedIn,2142,15.0,0.0070028011204481795,6729560359545528320
288,2020-12-14 06:46:00,LinkedIn,1341,10.0,0.007457121551081283,6744261345484664832
290,2020-02-24 17:04:00,LinkedIn,2262,17.0,0.007515473032714412,6637874644525416448
304,2020-02-22 15:54:00,LinkedIn,1028,8.0,0.007782101167315175,6637132251811454976
334,2020-05-28 02:29:00,LinkedIn,1825,15.0,0.00821917808219178,6671703871963877376
341,2020-09-16 11:35:00,LinkedIn,1207,10.0,0.008285004142502071,6712066267467128832
342,2020-04-22 18:40:00,LinkedIn,964,8.0,0.008298755186721992,6658902270329139200
373,2020-08-11 11:21:00,LinkedIn,2809,25.0,0.0088999644001424,6699016774047948800
394,2020-10-20 17:56:00,LinkedIn,2383,22.0,0.009232060428031893,6724483403649028096
399,2020-07-03 17:52:00,LinkedIn,2263,21.0,0.009279717189571365,6684982177542762496
408,2020-03-09 08:54:00,LinkedIn,2120,20.0,0.009433962264150943,6642809663891079168
414,2020-05-25 11:55:00,LinkedIn,1989,19.0,0.009552538964303671,6670759089066393600
422,2020-10-01 10:09:00,LinkedIn,1654,16.0,0.009673518742442563,6717480444713168896
435,2020-03-15 10:31:00,LinkedIn,1532,15.0,0.0097911227154047,6645008399748730880
438,2020-06-12 17:32:00,LinkedIn,1632,16.0,0.00980392156862745,6677366883542536192
454,2020-04-02 02:32:00,LinkedIn,1967,20.0,0.010167768174885612,6651410951105060864
463,2020-05-13 17:31:00,LinkedIn,1449,15.0,0.010351966873706004,6666494996407037952
469,2020-01-30 08:50:00,LinkedIn,1244,13.0,0.01045016077170418,6628690693219057665
479,2020-06-17 19:55:00,LinkedIn,1505,16.0,0.0106312292358804,6679214936025128960
481,2020-05-06 17:05:00,LinkedIn,840,9.0,0.010714285714285714,6663951775768424449
483,2020-05-18 12:04:00,LinkedIn,1492,16.0,0.010723860589812333,6668224640382595072
484,2020-09-23 11:25:00,LinkedIn,4192,45.0,0.010734732824427481,6714600462403928064
485,2020-12-13 09:01:00,LinkedIn,3440,37.0,0.010755813953488373,6743932809859207168
490,2020-10-19 09:45:00,LinkedIn,1752,19.0,0.010844748858447488,6723997413033447425
493,2020-08-04 13:30:00,LinkedIn,2942,32.0,0.010876954452753228,6696512520200552448
499,2020-02-21 13:37:00,LinkedIn,2193,24.0,0.01094391244870041,6636735443897585664
502,2020-01-19 08:08:00,LinkedIn,1815,20.0,0.011019283746556474,6624693808783327232
512,2020-02-10 11:03:00,LinkedIn,2608,29.0,0.01111963190184049,6632710397340332032
517,2020-02-28 10:02:00,LinkedIn,1963,22.0,0.011207335710646969,6639218057032146944
519,2020-12-12 11:03:00,LinkedIn,801,9.0,0.011235955056179775,6743601060302200832
526,2020-11-29 08:44:00,LinkedIn,2475,28.0,0.011313131313131313,6738855172321230848
529,2020-11-25 08:43:00,LinkedIn,1845,21.0,0.011382113821138212,6737405248975073280
532,2020-09-08 19:00:00,LinkedIn,2626,30.0,0.011424219345011425,6709279312023035904
539,2020-07-08 11:06:00,LinkedIn,950,11.0,0.011578947368421053,6686691819775893505
546,2020-03-25 19:25:00,LinkedIn,2897,34.0,0.01173627890921643,6648766909812748288
551,2020-04-04 16:55:00,LinkedIn,763,9.0,0.011795543905635648,6652352810379804672
553,2020-05-28 16:18:00,LinkedIn,1263,15.0,0.011876484560570071,6671912429724823552
560,2020-03-23 12:34:00,LinkedIn,1752,21.0,0.011986301369863013,6647938457962446848
562,2020-02-03 10:38:00,LinkedIn,2741,33.0,0.012039401678219628,6630167445837611008
573,2020-10-27 18:19:00,LinkedIn,2544,31.0,0.01218553459119497,6727025916784074752
580,2020-06-10 16:31:00,LinkedIn,1139,14.0,0.012291483757682178,6676626741487915009
583,2020-11-15 08:38:00,LinkedIn,2184,27.0,0.012362637362637362,6733780227803230208
585,2020-08-26 11:18:00,LinkedIn,2910,36.0,0.012371134020618556,6704451990782660608
586,2020-12-21 07:14:00,LinkedIn,1212,15.0,0.012376237623762377,6746804923792531457
588,2020-04-15 15:54:00,LinkedIn,1288,16.0,0.012422360248447204,6656323855033991168
597,2020-02-15 06:56:00,LinkedIn,2532,32.0,0.01263823064770932,6634460198306230272
599,2020-11-22 08:57:00,LinkedIn,2370,30.0,0.012658227848101266,6736321727829278720
600,2020-03-23 10:01:00,LinkedIn,1178,15.0,0.012733446519524618,6647899963214880768
603,2020-01-26 08:11:00,LinkedIn,3119,40.0,0.012824623276691247,6627231428822335488
607,2020-02-07 19:04:00,LinkedIn,2562,33.0,0.01288056206088993,6631744485489549313
611,2020-04-24 15:53:00,LinkedIn,1239,16.0,0.0129136400322841,6659585096754036736
613,2020-05-04 07:04:00,LinkedIn,1545,20.0,0.012944983818770227,6663075710225260544
616,2020-06-22 11:58:00,LinkedIn,2615,34.0,0.0130019120458891,6680906940039753728
619,2020-01-24 18:02:00,LinkedIn,2833,37.0,0.013060360042357924,6626655214827114496
621,2020-02-25 20:57:00,LinkedIn,2518,33.0,0.013105639396346307,6638295912143814656
626,2020-01-14 17:34:00,LinkedIn,3260,43.0,0.013190184049079755,6623024374423396352
630,2020-04-03 10:59:00,LinkedIn,754,10.0,0.013262599469496022,6651900818356346880
640,2020-03-06 09:48:00,LinkedIn,1789,24.0,0.013415315818893237,6641751333391208448
641,2020-09-28 11:21:00,LinkedIn,1938,26.0,0.013415892672858616,6716411394364964864
644,2020-05-30 11:10:00,LinkedIn,1190,16.0,0.013445378151260505,6672559702783729664
646,2020-08-18 19:00:00,LinkedIn,3493,47.0,0.013455482393358144,6701669174814625792
648,2020-10-21 11:50:00,LinkedIn,2297,31.0,0.013495864170657379,6724753632400699392
651,2020-02-28 12:23:00,LinkedIn,1036,14.0,0.013513513513513514,6639253482115334144
652,2020-07-27 09:41:00,LinkedIn,1034,14.0,0.013539651837524178,6693555798720811008
654,2020-12-02 08:46:00,LinkedIn,2795,38.0,0.013595706618962432,6739942789011922944
659,2020-04-27 10:37:00,LinkedIn,1538,21.0,0.013654096228868661,6660592598648008704
662,2020-02-10 20:12:00,LinkedIn,2474,34.0,0.0137429264349232,6632848528718856192
664,2020-07-07 19:06:00,LinkedIn,2544,35.0,0.013757861635220126,6686450355317833728
666,2020-04-15 14:01:00,LinkedIn,1668,23.0,0.013788968824940047,6656295396660379648
679,2020-11-07 11:11:00,LinkedIn,1364,19.0,0.013929618768328446,6730919502130892800
681,2020-02-08 17:42:00,LinkedIn,2292,32.0,0.013961605584642234,6632086238956519424
684,2020-10-06 09:31:00,LinkedIn,2714,38.0,0.01400147383935151,6719282967866417152
685,2020-05-24 23:38:00,LinkedIn,1284,18.0,0.014018691588785047,6670573605128065024
686,2020-11-27 10:02:00,LinkedIn,2139,30.0,0.014025245441795231,6738150050586882048
688,2020-08-24 12:13:00,LinkedIn,2134,30.0,0.014058106841611996,6703740913723826176
689,2020-04-25 07:56:00,LinkedIn,639,9.0,0.014084507042253521,6659827299720007680
691,2020-10-29 14:38:00,LinkedIn,1488,21.0,0.014112903225806451,6727694997531058176
693,2020-09-15 13:30:00,LinkedIn,2970,42.0,0.014141414141414142,6711732967741517825
694,2020-05-14 02:30:00,LinkedIn,1625,23.0,0.014153846153846154,6666630771106828288
697,2020-11-10 16:50:00,LinkedIn,2258,32.0,0.0141718334809566,6732092038201778177
699,2020-10-08 10:33:00,LinkedIn,1686,24.0,0.014234875444839857,6720023195556159489
705,2020-04-28 11:18:00,LinkedIn,627,9.0,0.014354066985645933,6660965296590979072
706,2020-08-05 09:07:00,LinkedIn,2368,34.0,0.014358108108108109,6696808759446011904
715,2020-07-09 12:36:00,LinkedIn,2413,35.0,0.014504765851636967,6687076858321883136
721,2020-09-18 11:12:00,LinkedIn,2814,41.0,0.01457000710732054,6712785424865222656
723,2020-04-07 12:26:00,LinkedIn,1574,23.0,0.014612452350698857,6653372268011495424
726,2020-04-09 09:21:00,LinkedIn,1570,23.0,0.01464968152866242,6654050724902764546
728,2020-07-10 17:52:00,LinkedIn,1500,22.0,0.014666666666666666,6687518760833814528
732,2020-08-25 18:48:00,LinkedIn,3469,51.0,0.014701643124819834,6704202839645818880
737,2020-05-15 17:46:00,LinkedIn,1010,15.0,0.01485148514851485,6667223666415280128
738,2020-03-22 11:35:00,LinkedIn,2555,38.0,0.01487279843444227,6647561225402232832
739,2020-07-06 12:28:00,LinkedIn,3360,50.0,0.01488095238095238,6685987918474964992
745,2020-04-23 14:02:00,LinkedIn,1270,19.0,0.014960629921259842,6659194761880178688
747,2020-04-12 23:23:00,LinkedIn,1936,29.0,0.014979338842975207,6655349683873030144
748,2020-07-16 12:55:00,LinkedIn,2596,39.0,0.015023112480739599,6689618459346784256
750,2020-07-21 14:47:00,LinkedIn,4055,61.0,0.015043156596794081,6691458617675264000
753,2020-02-14 13:54:00,LinkedIn,3102,47.0,0.015151515151515152,6634202956256423936
764,2020-07-18 14:30:00,LinkedIn,2477,38.0,0.015341138473960436,6690367052349370368
770,2020-03-16 09:43:00,LinkedIn,1557,24.0,0.015414258188824663,6645358710396985344
775,2020-01-31 15:27:00,LinkedIn,2385,37.0,0.01551362683438155,6629152931327414272
776,2020-02-21 22:00:00,LinkedIn,2253,35.0,0.015534842432312472,6636861993737424896
778,2020-02-06 09:38:00,LinkedIn,2949,46.0,0.015598507968802983,6631239669029969921
783,2020-03-24 14:57:00,LinkedIn,1855,29.0,0.015633423180592992,6648336833078001664
784,2020-05-29 17:55:00,LinkedIn,1148,18.0,0.0156794425087108,6672299227152039936
788,2020-05-07 17:12:00,LinkedIn,888,14.0,0.015765765765765764,6664315928878166016
789,2020-04-16 14:21:00,LinkedIn,1205,19.0,0.015767634854771784,6656662704964542464
796,2020-12-18 11:35:00,LinkedIn,2397,38.0,0.015853149770546516,6745783573552484352
797,2020-12-11 11:57:00,LinkedIn,2901,46.0,0.01585660117200965,6743252254285017089
798,2020-12-04 10:02:00,LinkedIn,2454,39.0,0.01589242053789731,6740686754107535360
801,2020-07-13 15:37:00,LinkedIn,1444,23.0,0.01592797783933518,6688571952472449024
806,2020-04-03 16:16:00,LinkedIn,1375,22.0,0.016,6651980595046035456
809,2020-03-12 17:26:00,LinkedIn,2303,37.0,0.01606600086843248,6644025820996341760
813,2020-02-12 18:26:00,LinkedIn,1985,32.0,0.016120906801007556,6633546626600439808
814,2020-02-11 18:09:00,LinkedIn,930,15.0,0.016129032258064516,6633179959827529728
815,2020-03-08 10:55:00,LinkedIn,3284,53.0,0.016138855054811205,6642477786479099904
816,2020-10-09 10:20:00,LinkedIn,2912,47.0,0.016140109890109892,6720382323935838208
817,2020-09-14 16:35:00,LinkedIn,1982,32.0,0.016145307769929364,6711416995042226176
821,2020-03-05 10:52:00,LinkedIn,2398,39.0,0.01626355296080067,6641404903581454336
832,2020-03-20 11:43:00,LinkedIn,3094,51.0,0.016483516483516484,6646838547104043008
833,2020-04-29 13:30:00,LinkedIn,1939,32.0,0.016503352243424446,6661361067156996097
836,2020-09-15 10:59:00,LinkedIn,1938,32.0,0.016511867905056758,6711694821586808832
837,2020-12-30 13:00:00,LinkedIn,2177,36.0,0.016536518144235186,6750153609452908544
843,2020-02-08 07:13:00,LinkedIn,3075,51.0,0.016585365853658537,6631927710077853696
845,2020-04-17 10:33:00,LinkedIn,1977,33.0,0.01669195751138088,6656967840773611520
846,2020-12-26 11:04:00,LinkedIn,1854,31.0,0.016720604099244876,6748674735565107200
847,2020-12-04 10:03:00,LinkedIn,1249,21.0,0.016813450760608487,6740686855790039040
853,2020-02-17 20:14:00,LinkedIn,4507,76.0,0.01686265808741957,6635385764576399360
855,2020-05-20 20:07:00,LinkedIn,1538,26.0,0.016905071521456438,6669071091052486656
858,2020-03-04 13:17:00,LinkedIn,2302,39.0,0.016941789748045177,6641079251498000385
864,2020-06-27 07:58:00,LinkedIn,2464,42.0,0.017045454545454544,6682658241190748161
865,2020-04-24 10:45:00,LinkedIn,1347,23.0,0.017074981440237565,6659507557830270978
866,2020-03-10 14:35:00,LinkedIn,1111,19.0,0.017101710171017102,6643257868927799296
867,2020-12-11 10:17:00,LinkedIn,817,14.0,0.017135862913096694,6743227093351587840
878,2020-03-16 11:58:00,LinkedIn,1901,33.0,0.017359284587059442,6645392686314590209
879,2020-08-19 14:24:00,LinkedIn,2069,36.0,0.017399710004833254,6701961934230568960
883,2020-09-01 19:01:00,LinkedIn,3083,54.0,0.017515407071034706,6706742750148214784
889,2020-04-01 10:31:00,LinkedIn,2102,37.0,0.017602283539486202,6651169031946678272
898,2020-11-16 07:35:00,LinkedIn,1744,31.0,0.017775229357798166,6734126628529676288
904,2020-07-24 11:32:00,LinkedIn,1738,31.0,0.017836593785960874,6692496564612681728
906,2020-12-20 08:41:00,LinkedIn,3245,58.0,0.017873651771956857,6746464491657150464
908,2020-08-03 16:06:00,LinkedIn,1900,34.0,0.017894736842105262,6696189396514959360
909,2020-01-11 17:56:00,LinkedIn,2177,39.0,0.017914561322921452,6621942663165943808
916,2020-07-28 13:13:00,LinkedIn,3267,59.0,0.018059381695745332,6693971678747332609
917,2020-12-28 07:15:00,LinkedIn,2875,52.0,0.01808695652173913,6749342038577311744
918,2020-08-11 15:54:00,LinkedIn,1935,35.0,0.01808785529715762,6699085478773297152
922,2020-08-17 17:59:00,LinkedIn,1644,30.0,0.01824817518248175,6701291261997019136
923,2020-12-07 07:05:00,LinkedIn,1205,22.0,0.018257261410788383,6741729245355233280
926,2020-04-01 17:51:00,LinkedIn,2453,45.0,0.018344883815735832,6651279862390759424
927,2020-02-10 20:13:00,LinkedIn,4890,90.0,0.018404907975460124,6632848866448416768
931,2020-01-02 18:31:00,LinkedIn,1948,36.0,0.018480492813141684,6618689980283924480
932,2020-05-08 13:50:00,LinkedIn,1352,25.0,0.01849112426035503,6664627506169151488
933,2020-09-22 09:39:00,LinkedIn,1781,33.0,0.018528916339135316,6714211402246180864
936,2020-03-03 17:29:00,LinkedIn,2252,42.0,0.018650088809946713,6640780285929750530
938,2020-02-24 14:08:00,LinkedIn,4603,86.0,0.01868346730393222,6637830416994840576
940,2020-06-08 15:29:00,LinkedIn,1282,24.0,0.0187207488299532,6675886362933157888
942,2020-08-22 13:03:00,LinkedIn,3361,63.0,0.018744421303183576,6703028724352339968
944,2020-03-19 12:12:00,LinkedIn,1541,29.0,0.01881894873458793,6646483376842829824
946,2020-06-24 19:55:00,LinkedIn,1434,27.0,0.01882845188284519,6681751509987803136
947,2020-07-08 09:12:00,LinkedIn,1593,30.0,0.018832391713747645,6686663157613645824
949,2020-07-10 11:31:00,LinkedIn,1804,34.0,0.018847006651884702,6687422883096096768
950,2020-10-23 17:03:00,LinkedIn,2702,51.0,0.018874907475943746,6725557312884473856
952,2020-05-30 14:51:00,LinkedIn,2060,39.0,0.018932038834951457,6672615550331551744
954,2020-01-04 17:56:00,LinkedIn,2584,49.0,0.018962848297213623,6619405948140294144
959,2020-05-07 02:54:00,LinkedIn,1836,35.0,0.01906318082788671,6664100186991796224
960,2020-03-31 12:08:00,LinkedIn,1049,20.0,0.019065776930409915,6650831030230093824
961,2020-11-02 08:40:00,LinkedIn,1728,33.0,0.019097222222222224,6729069566737154048
962,2020-01-18 15:31:00,LinkedIn,3351,64.0,0.019098776484631454,6624442891131592704
964,2020-02-23 08:27:00,LinkedIn,1830,35.0,0.01912568306010929,6637382148364083200
969,2020-05-19 15:00:00,LinkedIn,1507,29.0,0.019243530192435302,6668631418333208576
975,2020-09-15 19:00:00,LinkedIn,4456,86.0,0.019299820466786355,6711816029762392064
978,2020-06-20 07:39:00,LinkedIn,2633,51.0,0.019369540448157994,6680116747061858305
981,2020-02-28 15:29:00,LinkedIn,3496,68.0,0.019450800915331808,6639300294092161024
983,2020-05-13 13:54:00,LinkedIn,1077,21.0,0.019498607242339833,6666440372283158530
986,2020-03-18 12:07:00,LinkedIn,3371,66.0,0.019578760011865915,6646119967605559296
988,2020-03-28 12:55:00,LinkedIn,1274,25.0,0.019623233908948195,6649755691684896768
994,2020-01-03 17:20:00,LinkedIn,5586,111.0,0.01987110633727175,6619034634741264385
995,2020-09-21 11:50:00,LinkedIn,2968,59.0,0.019878706199460916,6713882059791835136
1001,2020-08-03 09:50:00,LinkedIn,6178,124.0,0.020071220459695695,6696094862590267392
1002,2020-12-18 10:18:00,LinkedIn,1345,27.0,0.020074349442379184,6745764061407006720
1004,2020-07-06 05:23:00,LinkedIn,1291,26.0,0.020139426800929512,6685880718532341760
1005,2020-07-08 19:41:00,LinkedIn,2084,42.0,0.02015355086372361,6686821424210022401
1010,2020-06-18 10:27:00,LinkedIn,1432,29.0,0.020251396648044692,6679434482115837952
1012,2020-08-17 11:00:00,LinkedIn,1923,39.0,0.0202808112324493,6701185946567757824
1013,2020-06-25 17:00:00,LinkedIn,1183,24.0,0.02028740490278952,6682069910522335232
1017,2020-11-19 13:09:00,LinkedIn,2261,46.0,0.020344980097302078,6735297891402944512
1019,2020-08-24 10:00:00,LinkedIn,2063,42.0,0.02035870092098885,6703707553211273216
1020,2020-10-23 11:13:00,LinkedIn,1861,38.0,0.02041912950026867,6725469110312034304
1027,2020-02-04 04:20:00,LinkedIn,1702,35.0,0.020564042303172738,6630434621953839104
1031,2020-10-12 10:05:00,LinkedIn,2322,48.0,0.020671834625323,6721465728022781952
1036,2020-08-29 12:57:00,LinkedIn,2019,42.0,0.020802377414561663,6705563917042749440
1038,2020-11-28 10:43:00,LinkedIn,1675,35.0,0.020895522388059702,6738522592568864768
1039,2020-01-28 17:26:00,LinkedIn,1961,41.0,0.020907700152983173,6628095707263967232
1041,2020-09-03 10:06:00,LinkedIn,2623,55.0,0.020968356843309187,6707332833167327232
1045,2020-07-27 07:21:00,LinkedIn,1759,37.0,0.021034678794769755,6693520562196746240
1047,2020-12-06 09:00:00,LinkedIn,2706,57.0,0.02106430155210643,6741395775370223616
1049,2020-08-20 10:34:00,LinkedIn,1893,40.0,0.021130480718436345,6702266441594474496
1051,2020-07-20 16:04:00,LinkedIn,2077,44.0,0.02118440057775638,6691115461620338688
1055,2020-05-15 10:56:00,LinkedIn,2209,47.0,0.02127659574468085,6667120487224758272
1056,2020-08-10 10:00:00,LinkedIn,1926,41.0,0.021287642782969886,6698634181418856448
1058,2020-11-10 08:49:00,LinkedIn,1777,38.0,0.021384355655599326,6731970924075188227
1065,2020-03-10 15:47:00,LinkedIn,1945,42.0,0.021593830334190232,6643275990867030016
1071,2020-10-16 10:20:00,LinkedIn,2430,53.0,0.021810699588477367,6722919047916326913
1077,2020-10-18 10:14:00,LinkedIn,2048,45.0,0.02197265625,6723642293196337152
1078,2020-05-31 23:16:00,LinkedIn,1360,30.0,0.022058823529411766,6673104787376091136
1083,2020-04-08 14:33:00,LinkedIn,678,15.0,0.022123893805309734,6653766615009759232
1084,2020-03-20 12:06:00,LinkedIn,1446,32.0,0.022130013831258646,6646844251030335488
1086,2020-07-23 10:13:00,LinkedIn,1941,43.0,0.02215352910870685,6692114300372418560
1095,2020-06-16 09:37:00,LinkedIn,1649,37.0,0.022437841115827774,6678697023954407426
1096,2020-02-07 15:01:00,LinkedIn,1513,34.0,0.02247191011235955,6631683142543642624
1097,2020-01-05 14:21:00,LinkedIn,6177,139.0,0.022502833090497006,6619714233393381376
1105,2020-11-23 06:51:00,LinkedIn,3032,69.0,0.022757255936675463,6736652271872040960
1107,2020-12-09 12:39:00,LinkedIn,1228,28.0,0.02280130293159609,6742538051089772544
1111,2020-07-11 08:00:00,LinkedIn,1570,36.0,0.022929936305732482,6687732280435326976
1115,2020-01-27 09:59:00,LinkedIn,4939,114.0,0.023081595464668963,6627620855914602496
1118,2020-12-23 13:00:00,LinkedIn,1466,34.0,0.023192360163710776,6747616898617364480
1119,2020-11-01 09:59:00,LinkedIn,2845,66.0,0.023198594024604568,6728727045037268992
