,Date,Network,Impressions,Engagements,Engagement Rate,Post ID
1779,2020-10-08 10:49:00,Twitter,1086,70.0,0.06445672191528545,1314261560500654081
1897,2020-11-13 20:55:00,Twitter,5261,447.0,0.08496483558258885,1327475099012911104
1898,2020-12-29 16:12:00,Twitter,1845,157.0,0.08509485094850948,1344073732533473280
1900,2020-04-25 14:56:00,Twitter,2757,235.0,0.08523757707653247,1254167305518567424
1911,2020-08-20 17:46:00,Twitter,602,55.0,0.09136212624584718,1296609475172982786
1259,2020-05-20 19:52:00,Instagram,3950,111.0,0.02810126582278481,17911835107438280
1279,2020-04-04 08:17:00,Instagram,4298,124.0,0.0288506281991624,17865706456734860
1290,2020-04-30 11:10:00,Instagram,3972,117.0,0.02945619335347432,17875197460645569
1295,2020-07-27 16:53:00,Instagram,3978,118.0,0.029663147310206132,17900008423523136
1318,2020-07-07 17:11:00,Instagram,4644,145.0,0.031223083548664946,17952221854346665
1323,2020-07-08 09:59:00,Instagram,3735,118.0,0.03159303882195449,17847609179198555
1330,2020-04-15 14:49:00,Instagram,2762,89.0,0.03222302679217958,17864988658751995
1334,2020-05-25 18:20:00,Instagram,6661,217.0,0.03257769103738178,18145619383050526
1348,2020-11-03 15:50:00,Instagram,3386,113.0,0.033372711163614885,17931106882435211
1350,2020-03-03 23:26:00,Instagram,3349,112.0,0.03344281875186623,17863556404704227
1352,2020-09-06 12:28:00,Instagram,5271,177.0,0.03357996585088219,17962296322338324
1353,2020-04-06 08:14:00,Instagram,4041,136.0,0.033655035882207376,17849603927007177
1354,2020-06-13 10:55:00,Instagram,4187,141.0,0.03367566276570337,17896363339514563
1364,2020-06-12 18:47:00,Instagram,4164,143.0,0.03434197886647455,18134364667076954
1365,2020-06-10 17:06:00,Instagram,5091,175.0,0.03437438617167551,18137560963070975
1374,2020-03-09 19:51:00,Instagram,3943,138.0,0.03499873193000254,17933308006358821
1376,2020-07-12 17:13:00,Instagram,3660,129.0,0.03524590163934426,17872764295786719
1377,2020-06-17 16:54:00,Instagram,3400,120.0,0.03529411764705882,18040704685250074
1387,2020-03-14 08:12:00,Instagram,5422,194.0,0.03578015492438215,17864986201696465
1388,2020-05-30 09:54:00,Instagram,7610,273.0,0.035873850197109064,17875130323711944
1390,2020-04-15 10:47:00,Instagram,4228,152.0,0.03595080416272469,18115682314108364
1394,2020-11-12 15:41:00,Instagram,3052,111.0,0.03636959370904325,17873530241021363
1396,2020-11-07 16:05:00,Instagram,5118,187.0,0.03653771004298554,17882348539878820
1398,2020-11-10 15:54:00,Instagram,2952,108.0,0.036585365853658534,18173687863020133
1400,2020-04-14 14:33:00,Instagram,4447,163.0,0.03665392399370362,17944851190340521
1401,2020-04-22 13:18:00,Instagram,3706,136.0,0.03669724770642202,17855283586940757
1402,2020-09-15 11:00:00,Instagram,4077,151.0,0.037037037037037035,18162983962050928
1404,2020-05-28 19:50:00,Instagram,6278,233.0,0.037113730487416376,18106125049080542
1407,2020-08-01 10:19:00,Instagram,5397,202.0,0.037428200852325365,17889393046610400
1408,2020-05-06 14:47:00,Instagram,4298,161.0,0.03745928338762215,17868260338745556
1410,2020-05-05 20:12:00,Instagram,4417,166.0,0.037582069277790356,17887338418543377
1411,2020-05-01 10:54:00,Instagram,4532,171.0,0.03773168578993822,18103903069136835
1412,2020-04-08 16:25:00,Instagram,4233,160.0,0.03779825183085282,17869234093719039
1413,2020-08-29 17:10:00,Instagram,5617,213.0,0.03792059818408403,17896831996576782
1414,2020-03-26 16:10:00,Instagram,6245,237.0,0.03795036028823059,17854810168875425
1416,2020-04-20 10:00:00,Instagram,5160,196.0,0.03798449612403101,17873749966649507
1417,2020-04-01 20:11:00,Instagram,4023,153.0,0.03803131991051454,18134500756039579
1420,2020-08-20 17:05:00,Instagram,4804,183.0,0.0380932556203164,17876431054837263
1428,2020-05-18 14:03:00,Instagram,5299,205.0,0.03868654463106246,17856798010966404
1430,2020-08-02 16:52:00,Instagram,6475,252.0,0.03891891891891892,17947089913366743
1433,2020-06-27 10:16:00,Instagram,5258,205.0,0.03898820844427539,17904734809481341
1434,2020-05-13 14:06:00,Instagram,3999,156.0,0.03900975243810953,17855532007957323
1435,2020-09-15 15:53:00,Instagram,2760,108.0,0.0391304347826087,17880725035812614
1438,2020-02-29 15:50:00,Instagram,5222,205.0,0.039256989659134434,18092171821133986
1441,2020-07-11 16:55:00,Instagram,4742,187.0,0.03943483762125685,17880494917721917
1443,2020-03-04 16:51:00,Instagram,3397,135.0,0.03974094789520165,17856545908829833
1444,2020-07-31 17:11:00,Instagram,4824,192.0,0.03980099502487562,18071361688218274
1445,2020-03-06 09:48:00,Instagram,3435,137.0,0.03988355167394469,17889185977488642
1446,2020-04-16 10:55:00,Instagram,4298,172.0,0.04001861330851559,18096966097182267
1448,2020-04-16 10:50:00,Instagram,3238,130.0,0.04014823965410747,17861790442803625
1449,2020-05-01 14:13:00,Instagram,4838,195.0,0.04030591153369161,18097376680157271
1451,2020-05-06 20:10:00,Instagram,3289,133.0,0.040437823046518696,17855810731954574
1452,2020-08-06 17:12:00,Instagram,5357,217.0,0.040507746873249956,18024085150302534
1454,2020-12-24 06:52:00,Instagram,3534,144.0,0.04074702886247878,18079195168246408
1456,2020-11-30 22:31:00,Instagram,4412,180.0,0.04079782411604715,17886909469793074
1457,2020-04-18 15:57:00,Instagram,6226,255.0,0.040957275939608094,17864205094748016
1458,2020-04-22 20:11:00,Instagram,3198,131.0,0.040963101938711693,17909675359431996
1460,2020-03-30 18:18:00,Instagram,4817,198.0,0.04110442183931908,17860948015797740
1461,2020-04-03 15:36:00,Instagram,4505,186.0,0.04128745837957824,17896391755471247
1462,2020-07-29 17:09:00,Instagram,4117,170.0,0.04129220306048093,18108959005158405
1463,2020-05-04 18:16:00,Instagram,5798,240.0,0.041393583994480856,17935048930361870
1465,2020-04-24 10:54:00,Instagram,2866,119.0,0.04152128401953943,17860714192861797
1468,2020-05-11 18:40:00,Instagram,7896,330.0,0.04179331306990881,18118217143108361
1469,2020-03-31 21:24:00,Instagram,5428,227.0,0.041820191599115694,17871378613634353
1470,2020-03-16 20:16:00,Instagram,6108,256.0,0.04191224623444663,17866381489687915
1472,2020-05-02 11:12:00,Instagram,6085,256.0,0.042070665571076415,17843194610141888
1474,2020-04-19 11:54:00,Instagram,4470,190.0,0.042505592841163314,17881723543568399
1476,2020-04-07 21:01:00,Instagram,5060,217.0,0.04288537549407115,18136571683034205
1477,2020-07-29 11:41:00,Instagram,5028,216.0,0.04295942720763723,17864280496986094
1478,2020-11-04 13:44:00,Instagram,4118,177.0,0.04298203011170471,17944405087396552
1479,2020-10-21 07:52:00,Instagram,4559,196.0,0.042991884185128316,17864414228135678
1480,2020-05-09 10:50:00,Instagram,5184,223.0,0.04301697530864197,17909650408440965
1481,2020-08-19 19:46:00,Instagram,4273,184.0,0.043061081207582494,17903699710517333
1483,2020-03-29 19:36:00,Instagram,5329,230.0,0.04316006755488835,17850738058949098
1487,2020-02-18 14:09:00,Instagram,5708,247.0,0.04327259985984583,18094328401143387
1488,2020-07-31 17:52:00,Instagram,5580,242.0,0.043369175627240145,17889399094614125
1489,2020-04-23 10:26:00,Instagram,2790,121.0,0.043369175627240145,17850792668014459
1490,2020-08-10 16:54:00,Instagram,4701,204.0,0.04339502233567326,17855593139151536
1491,2020-03-21 07:53:00,Instagram,5460,237.0,0.043406593406593405,17847630112993401
1492,2020-12-04 16:11:00,Instagram,2717,118.0,0.04343025395656975,17854457618346502
1493,2020-04-27 18:13:00,Instagram,6078,264.0,0.04343534057255676,18061396129212404
1494,2020-05-15 15:35:00,Instagram,3490,152.0,0.04355300859598854,17858840992917314
1495,2020-04-03 07:50:00,Instagram,4889,213.0,0.04356719165473512,18055987771223045
1496,2020-04-27 20:15:00,Instagram,4784,209.0,0.043687290969899664,17861283934855735
1497,2020-05-29 14:13:00,Instagram,7370,322.0,0.043690637720488465,17866741525839234
1499,2020-04-28 10:06:00,Instagram,4134,182.0,0.0440251572327044,17873760118656606
1500,2020-06-08 19:49:00,Instagram,5633,248.0,0.04402627374400852,18058260418225156
1501,2020-12-11 11:26:00,Instagram,4467,197.0,0.044101186478621,17889368515823364
1502,2020-05-08 13:50:00,Instagram,3628,160.0,0.044101433296582136,17843341346157340
1503,2020-07-10 20:08:00,Instagram,3817,169.0,0.04427560911710768,17885410192626740
1504,2020-05-19 15:13:00,Instagram,4175,185.0,0.04431137724550898,17845190984144607
1509,2020-11-19 19:15:00,Instagram,4153,185.0,0.04454611124488322,17913850192516716
1510,2020-04-12 12:11:00,Instagram,3376,151.0,0.044727488151658765,17863485772757372
1514,2020-07-03 17:09:00,Instagram,3421,154.0,0.04501607717041801,17868244054874234
1515,2020-02-14 16:18:00,Instagram,5195,235.0,0.04523580365736285,17906825293416590
1516,2020-09-20 16:54:00,Instagram,5114,233.0,0.045561204536566285,17852152226305036
1517,2020-08-12 17:06:00,Instagram,5322,243.0,0.04565952649379933,17917846168444108
1518,2020-12-01 15:53:00,Instagram,4017,184.0,0.04580532735872542,17881202362921707
1519,2020-04-13 18:16:00,Instagram,5220,240.0,0.04597701149425287,17842281797120112
1521,2020-02-04 17:52:00,Instagram,5448,251.0,0.046071953010279,17855276305770490
1522,2020-10-20 17:06:00,Instagram,2862,132.0,0.04612159329140461,17847773381345540
1523,2020-01-19 11:47:00,Instagram,5567,257.0,0.04616490030537094,18085100140179083
1525,2020-10-07 16:54:00,Instagram,4869,225.0,0.04621072088724584,17869723217013862
1526,2020-01-30 08:17:00,Instagram,4905,227.0,0.04627930682976555,18048124990218498
1527,2020-06-22 16:50:00,Instagram,3544,165.0,0.04655756207674944,17869364815832570
1528,2020-03-17 08:06:00,Instagram,5660,264.0,0.046643109540636045,17860389019777689
1529,2020-07-16 17:10:00,Instagram,3472,162.0,0.04665898617511521,17863462396966932
1530,2020-07-20 17:14:00,Instagram,5249,245.0,0.046675557248999806,17874926707753353
1531,2020-02-26 12:06:00,Instagram,5012,234.0,0.04668794892258579,18132531973022138
1532,2020-02-05 11:20:00,Instagram,5633,263.0,0.04668915320433162,17925064303365343
1534,2020-08-27 13:07:00,Instagram,5369,251.0,0.046749860309182344,17876712211820691
1536,2020-03-03 12:11:00,Instagram,4669,219.0,0.04690511886913686,17864313826713291
1537,2020-05-31 10:54:00,Instagram,8947,420.0,0.04694310942215268,18143587846045187
1538,2020-02-07 16:02:00,Instagram,3963,187.0,0.04718647489275801,17902206373427006
1540,2020-04-24 14:05:00,Instagram,7430,351.0,0.047240915208613725,18102545851080471
1542,2020-03-20 08:17:00,Instagram,5953,284.0,0.04770703846799933,18132817639026006
1543,2020-07-08 16:55:00,Instagram,4701,225.0,0.047862156987874924,18100185415161788
1544,2020-11-13 16:14:00,Instagram,4738,227.0,0.047910510764035456,17895378211669200
1545,2020-09-27 17:06:00,Instagram,6259,300.0,0.047930979389678864,17872024369959918
1546,2020-11-21 15:50:00,Instagram,5084,244.0,0.04799370574350905,17884580248842080
1547,2020-05-28 11:13:00,Instagram,5203,250.0,0.04804920238324044,18037321549254579
1549,2020-03-24 11:21:00,Instagram,5028,242.0,0.04813046937151949,17876201836588860
1551,2020-08-17 19:55:00,Instagram,4867,235.0,0.04828436408465173,17849997800257693
1552,2020-01-27 16:22:00,Instagram,5459,264.0,0.048360505587103864,18021945151252590
1553,2020-09-12 16:53:00,Instagram,5147,249.0,0.04837769574509423,18102703639196395
1555,2020-08-30 17:14:00,Instagram,5794,281.0,0.048498446668967896,18034897486275442
1558,2020-12-25 14:22:00,Instagram,4164,203.0,0.048751200768491834,18183508612057052
1561,2020-03-23 20:17:00,Instagram,5035,246.0,0.04885799404170804,17862596269744321
1562,2020-07-26 17:08:00,Instagram,5913,290.0,0.04904447826822256,18038755834265028
1563,2020-05-08 15:56:00,Instagram,5106,251.0,0.04915785350567959,17846245667117697
1564,2020-05-24 11:10:00,Instagram,6346,312.0,0.04916482823826032,18144926989047470
1565,2020-08-05 16:46:00,Instagram,4858,239.0,0.049197200494030466,17897767639548035
1567,2020-04-03 13:47:00,Instagram,4972,245.0,0.04927594529364441,17848142456019182
1568,2020-03-09 18:14:00,Instagram,5554,274.0,0.04933381346777098,17878591153541084
1569,2020-10-18 17:12:00,Instagram,5645,279.0,0.04942426926483614,17874405673965126
1570,2020-07-07 20:07:00,Instagram,3419,169.0,0.049429657794676805,17867815804881613
1571,2020-07-02 10:31:00,Instagram,3619,179.0,0.04946117712075159,17851484267143046
1572,2020-12-02 06:48:00,Instagram,3776,187.0,0.04952330508474576,17857185629334223
1573,2020-11-11 06:52:00,Instagram,4215,209.0,0.04958481613285884,18157666927075471
1574,2020-08-11 16:54:00,Instagram,5016,249.0,0.049641148325358854,17890762789609390
1576,2020-07-17 17:15:00,Instagram,5332,265.0,0.049699924981245314,17845309532267055
1577,2020-08-23 12:29:00,Instagram,5880,293.0,0.049829931972789114,17919688252446140
1578,2020-07-31 10:27:00,Instagram,5836,291.0,0.049862919808087734,17878877284739602
1581,2020-08-19 17:10:00,Instagram,5267,263.0,0.049933548509588,17860201079079610
1582,2020-02-08 17:42:00,Instagram,3976,199.0,0.05005030181086519,17845477891933365
1583,2020-10-12 16:49:00,Instagram,5074,255.0,0.05025620811982657,18054875695252830
1584,2020-08-17 16:50:00,Instagram,5186,261.0,0.05032780563054377,17876768614784094
1585,2020-11-05 15:50:00,Instagram,5324,268.0,0.05033809166040571,17934265957412087
1588,2020-04-17 14:09:00,Instagram,5096,258.0,0.05062794348508634,17907622819435682
1592,2020-01-17 08:30:00,Instagram,5217,265.0,0.050795476327391224,17843924110898030
1593,2020-02-24 16:10:00,Instagram,3732,190.0,0.05091103965702037,17863028680695910
1594,2020-03-23 08:10:00,Instagram,4469,228.0,0.05101812486014769,17881113970554895
1595,2020-12-09 10:34:00,Instagram,4133,211.0,0.05105250423421244,17909319694544251
1597,2020-10-27 19:52:00,Instagram,3225,165.0,0.05116279069767442,17916053215491509
1599,2020-03-16 07:50:00,Instagram,6128,314.0,0.051240208877284595,17858047576791454
1600,2020-03-30 15:21:00,Instagram,6529,335.0,0.051309542043191915,17893791106477914
1601,2020-11-23 13:39:00,Instagram,3547,182.0,0.051310967014378345,17888293129810383
1602,2020-03-29 07:51:00,Instagram,5573,286.0,0.05131885878342006,17945994955328872
1603,2020-09-21 16:49:00,Instagram,3524,181.0,0.05136208853575482,17883226555747407
1605,2020-01-28 12:26:00,Instagram,5149,266.0,0.05166051660516605,18104438686117391
1606,2020-04-11 18:24:00,Instagram,5865,303.0,0.05166240409207161,18082516642197319
1607,2020-05-16 15:19:00,Instagram,5500,285.0,0.05181818181818182,17858947732929762
1608,2020-11-22 06:50:00,Instagram,4973,258.0,0.05188015282525638,17896327831663616
1609,2020-07-24 19:48:00,Instagram,6399,332.0,0.05188310673542741,18155455489054437
1612,2020-12-03 15:53:00,Instagram,3764,196.0,0.052072263549415514,17897616580646659
1613,2020-02-07 12:30:00,Instagram,6061,316.0,0.05213661112027718,17845448101921542
1614,2020-08-21 16:36:00,Instagram,5542,289.0,0.05214723926380368,17885923144677069
1617,2020-05-04 11:03:00,Instagram,6129,320.0,0.052210801109479524,17894359927489969
1618,2020-06-18 10:23:00,Instagram,5395,282.0,0.05227062094531974,17842542152255668
1619,2020-03-27 15:39:00,Instagram,5457,286.0,0.0524097489463075,18129619903066832
1620,2020-01-21 13:09:00,Instagram,4859,255.0,0.05247993414282774,17847300589893933
1622,2020-01-16 17:15:00,Instagram,5883,309.0,0.05252422233554309,17851954228770389
1623,2020-03-22 07:47:00,Instagram,5997,315.0,0.05252626313156578,17851772185917177
1624,2020-02-21 12:35:00,Instagram,5518,292.0,0.052917723812975714,17914332814388818
1626,2020-04-12 07:45:00,Instagram,5344,283.0,0.0529565868263473,17863357693753133
1627,2020-03-30 08:11:00,Instagram,5574,296.0,0.053103695730175815,17862426874746227
1628,2020-06-26 17:13:00,Instagram,6096,324.0,0.0531496062992126,17858427074022550
1629,2020-06-18 16:51:00,Instagram,7070,376.0,0.053182461103253184,18121860073104314
1631,2020-06-25 17:12:00,Instagram,6943,370.0,0.05329108454558548,17845609184230925
1633,2020-02-04 08:19:00,Instagram,4605,246.0,0.053420195439739415,17850697018856497
1634,2020-04-06 20:10:00,Instagram,5166,276.0,0.053426248548199766,17877506821582096
1636,2020-05-23 15:54:00,Instagram,6545,350.0,0.053475935828877004,17879915875621535
1637,2020-04-17 13:41:00,Instagram,5059,271.0,0.05356789879422811,17875632859617270
1638,2020-01-31 15:07:00,Instagram,5703,306.0,0.05365597054182009,17845692607899060
1639,2020-07-17 19:52:00,Instagram,5885,317.0,0.05386576040781648,17934900841384160
1640,2020-09-09 10:34:00,Instagram,5244,283.0,0.05396643783371472,17868993487985159
1642,2020-08-10 19:51:00,Instagram,5301,287.0,0.05414072816449726,18097848940171255
1643,2020-09-13 17:05:00,Instagram,5090,276.0,0.05422396856581532,17869977706949107
1644,2020-10-03 17:07:00,Instagram,6649,361.0,0.054293878778763724,17864432357104233
1645,2020-03-10 10:19:00,Instagram,7546,410.0,0.054333421680360455,17854773253856823
1646,2020-04-23 13:23:00,Instagram,5040,274.0,0.054365079365079366,17880930499574377
1647,2020-07-06 19:47:00,Instagram,6279,342.0,0.05446727185857621,17958286582331559
1648,2020-05-07 19:55:00,Instagram,3559,194.0,0.054509693734195,18116385022101611
1649,2020-11-06 15:46:00,Instagram,3606,197.0,0.054631170271769273,17895366184658563
1650,2020-02-16 10:51:00,Instagram,7654,419.0,0.05474261823882937,17857380553762045
1652,2020-10-26 16:46:00,Instagram,4534,249.0,0.05491839435377151,17970951034332213
1653,2020-01-09 07:58:00,Instagram,5874,323.0,0.05498808307797072,18020008261250653
1654,2020-09-09 16:52:00,Instagram,5906,325.0,0.055028784287165594,17887439206716901
1655,2020-12-10 10:03:00,Instagram,4662,257.0,0.05512655512655513,18175610860053913
1657,2020-06-15 17:19:00,Instagram,7503,414.0,0.055177928828468614,18072131119206819
1658,2020-05-06 13:14:00,Instagram,5036,278.0,0.055202541699761715,17855746438949739
1659,2020-07-02 10:47:00,Instagram,6983,386.0,0.05527710153229271,17917340023438635
1660,2020-01-18 13:10:00,Instagram,5371,297.0,0.05529696518339229,17842653652943105
1661,2020-08-13 16:51:00,Instagram,4900,271.0,0.05530612244897959,18072183904220903
1662,2020-03-17 09:17:00,Instagram,5329,295.0,0.05535747795083505,17871450184620466
1663,2020-12-18 15:54:00,Instagram,3105,172.0,0.05539452495974235,17982389326323595
1664,2020-09-24 17:09:00,Instagram,5499,305.0,0.05546462993271504,17852754470263360
1665,2020-03-20 15:39:00,Instagram,5095,283.0,0.055544651619234546,17854932112850264
1666,2020-12-23 10:10:00,Instagram,3597,200.0,0.055601890464275786,18132330430133071
1668,2020-02-28 11:45:00,Instagram,5519,308.0,0.055807211451349883,17845620664966878
1669,2020-08-05 17:13:00,Instagram,5017,280.0,0.055810245166434125,17902883980508110
1670,2020-12-06 07:05:00,Instagram,5321,297.0,0.0558165758316106,17918636725498941
1673,2020-07-24 17:12:00,Instagram,5619,314.0,0.05588182950702972,17859238247066612
1674,2020-08-24 16:48:00,Instagram,4851,272.0,0.056070913213770356,17964741481332345
1675,2020-11-11 16:07:00,Instagram,4918,276.0,0.05612037413582757,18141230410115368
1677,2020-03-27 08:14:00,Instagram,5128,288.0,0.056162246489859596,17932675549363969
1678,2020-04-10 14:21:00,Instagram,6197,349.0,0.05631757301920284,18124443784076855
1679,2020-01-31 17:41:00,Instagram,6299,356.0,0.05651690744562629,17845642822904891
1680,2020-08-22 17:07:00,Instagram,8298,469.0,0.05651964328753917,17896297648565621
1682,2020-10-10 16:50:00,Instagram,5791,328.0,0.05663961319288551,18126803950143444
1683,2020-02-11 11:30:00,Instagram,5718,324.0,0.05666316894018888,17871184231588956
1685,2020-03-10 08:09:00,Instagram,6583,374.0,0.05681300319003494,18090407404146732
1687,2020-12-17 07:06:00,Instagram,3940,225.0,0.05710659898477157,17860691009278532
1689,2020-11-09 16:07:00,Instagram,5677,326.0,0.057424696142328695,17865151763110223
1690,2020-07-06 16:49:00,Instagram,6366,367.0,0.057650015708451144,17889442132561657
1692,2020-08-15 16:47:00,Instagram,6768,393.0,0.05806737588652482,17848397036298971
1693,2020-05-05 14:45:00,Instagram,3513,204.0,0.05807002561912895,18109687840120616
1694,2020-01-21 17:37:00,Instagram,7145,416.0,0.05822253324002799,17874524497548619
1695,2020-12-11 06:51:00,Instagram,4396,256.0,0.05823475887170155,17898179185641234
1696,2020-03-12 08:08:00,Instagram,6313,368.0,0.05829241248217963,17848541713964375
1697,2020-10-04 16:54:00,Instagram,5470,319.0,0.058318098720292505,18119072683179204
1698,2020-11-02 15:46:00,Instagram,3781,221.0,0.05845014546416292,17884599421819757
1699,2020-04-15 17:08:00,Instagram,5113,300.0,0.05867396831605711,18026429101271287
1700,2020-04-07 07:54:00,Instagram,6490,381.0,0.05870570107858243,18104027812190789
1701,2020-01-12 11:42:00,Instagram,5749,338.0,0.05879283353626718,17861652139639773
1703,2020-03-12 17:34:00,Instagram,8452,499.0,0.059039280643634645,17842321739058350
1704,2020-07-19 17:13:00,Instagram,6773,400.0,0.059058024509080174,17858555564059981
1705,2020-06-30 17:15:00,Instagram,6752,399.0,0.0590936018957346,17873834998742075
1706,2020-09-30 08:08:00,Instagram,5141,304.0,0.059132464501069834,17876165341869202
1709,2020-04-08 13:27:00,Instagram,5572,330.0,0.059224694903086864,18137907589029623
1710,2020-01-13 16:22:00,Instagram,4755,282.0,0.05930599369085174,18122408743010693
1713,2020-06-25 19:50:00,Instagram,6311,375.0,0.05942006021232768,17863615957928615
1716,2020-05-14 19:47:00,Instagram,3493,209.0,0.059833953621528775,17868700732767324
1718,2020-11-16 15:50:00,Instagram,4592,275.0,0.059886759581881534,18172187917055914
1719,2020-03-13 09:25:00,Instagram,7588,455.0,0.05996309963099631,18097396531137606
1720,2020-07-23 15:37:00,Instagram,4819,289.0,0.05997094832952895,18108890521150005
1721,2020-02-19 11:55:00,Instagram,5222,314.0,0.06013021830716201,18082476235164457
1722,2020-10-19 16:49:00,Instagram,6186,372.0,0.06013579049466537,18123436894180794
1724,2020-08-28 17:14:00,Instagram,5865,353.0,0.060187553282182435,17932666243404326
1725,2020-01-24 14:23:00,Instagram,4213,254.0,0.0602895798718253,18124850671015185
1727,2020-01-10 16:32:00,Instagram,4771,288.0,0.060364703416474534,17877749560518452
1728,2020-12-27 07:09:00,Instagram,4693,284.0,0.060515661623694865,17852028053426526
1729,2020-03-08 19:48:00,Instagram,8880,538.0,0.060585585585585584,17882653399524631
1731,2020-12-13 07:10:00,Instagram,5040,307.0,0.06091269841269841,17882389951911342
1732,2020-01-29 09:44:00,Instagram,5470,334.0,0.06106032906764168,17845262113932809
1733,2020-11-19 15:50:00,Instagram,7009,428.0,0.06106434584106149,17886249724782963
1734,2020-11-28 09:45:00,Instagram,5277,323.0,0.061209020276672355,17929298371452059
1735,2020-09-03 07:51:00,Instagram,6563,402.0,0.06125247600182843,17869699657949770
1737,2020-01-03 17:20:00,Instagram,4891,300.0,0.06133714986710284,17866529011591592
1738,2020-12-16 10:10:00,Instagram,4483,275.0,0.061342850769573944,17899107580663450
1739,2020-07-10 17:06:00,Instagram,6093,374.0,0.06138191367142622,17885556925617646
1740,2020-08-20 20:12:00,Instagram,6251,384.0,0.06143017117261238,17848185404281646
1741,2020-04-30 10:54:00,Instagram,3234,199.0,0.061533704390847245,17886730684545924
1742,2020-05-16 14:57:00,Instagram,4725,291.0,0.061587301587301586,18134666992070694
1744,2020-11-17 16:05:00,Instagram,4830,298.0,0.06169772256728778,17926156150458085
1747,2020-01-16 08:20:00,Instagram,6993,432.0,0.06177606177606178,17863265632627553
1748,2020-01-07 13:18:00,Instagram,5686,352.0,0.06190643686246922,17874306799525052
1749,2020-10-25 17:10:00,Instagram,5640,350.0,0.06205673758865248,17907033355527327
1750,2020-04-02 08:14:00,Instagram,5262,327.0,0.062143671607753706,18010676059301139
1751,2020-03-28 07:50:00,Instagram,6040,376.0,0.06225165562913907,17866022593725679
1752,2020-12-07 15:44:00,Instagram,5044,314.0,0.06225218080888184,17885742865873471
1753,2020-02-26 10:24:00,Instagram,5301,330.0,0.0622524052065648,17891093491474372
1754,2020-10-30 16:54:00,Instagram,6357,396.0,0.06229353468617272,17899547758608376
1756,2020-02-10 16:01:00,Instagram,5880,367.0,0.06241496598639456,17927754880362658
1758,2020-11-25 06:54:00,Instagram,7137,447.0,0.06263135771332493,17867443922157019
1759,2020-09-11 12:49:00,Instagram,6082,382.0,0.06280828674778033,17878407517810582
1760,2020-12-14 20:21:00,Instagram,5941,374.0,0.06295236492173034,18177455320013706
1763,2020-10-28 16:51:00,Instagram,6093,386.0,0.06335138683735433,18160905697071909
1764,2020-07-13 16:47:00,Instagram,6613,419.0,0.06336004838953577,17865706441903677
1765,2020-02-23 11:40:00,Instagram,6076,385.0,0.06336405529953917,17885434939487697
1766,2020-11-04 15:47:00,Instagram,7857,498.0,0.06338297059946545,17872922537021985
1767,2020-10-01 08:06:00,Instagram,9205,585.0,0.06355241716458447,17970997687318982
1768,2020-05-01 09:50:00,Instagram,6211,395.0,0.06359684430848495,17861565139859033
1770,2020-08-07 13:21:00,Instagram,6137,391.0,0.06371191135734072,18157421719005688
1771,2020-11-11 18:09:00,Instagram,6537,417.0,0.0637907296925195,17879399848906978
1772,2020-04-21 09:17:00,Instagram,5244,335.0,0.06388253241800153,17857384969887799
1773,2020-02-08 08:00:00,Instagram,6803,436.0,0.06408937233573424,17861615986671761
1774,2020-01-01 08:13:00,Instagram,6879,441.0,0.0641081552551243,18037747309232140
1775,2020-10-17 17:15:00,Instagram,7240,465.0,0.06422651933701658,17853564575288374
1776,2020-10-29 13:57:00,Instagram,4966,319.0,0.06423681031010874,17880719680892776
1777,2020-08-16 17:05:00,Instagram,7556,486.0,0.06431974589730016,18066335539227336
1778,2020-04-28 08:55:00,Instagram,5776,372.0,0.06440443213296398,18051479512224279
1781,2020-06-20 10:13:00,Instagram,8369,540.0,0.06452383797347354,17977224868306070
1783,2020-02-07 15:31:00,Instagram,6323,410.0,0.06484263798829669,17939413666336486
1784,2020-06-09 19:48:00,Instagram,6306,409.0,0.06485886457342213,17856368261015839
1785,2020-07-18 16:50:00,Instagram,8305,539.0,0.06490066225165562,17915024380446480
1786,2020-09-18 17:06:00,Instagram,5932,385.0,0.06490222521915037,17890857226633435
1787,2020-06-17 17:15:00,Instagram,5438,353.0,0.06491357116586981,17885876371604817
1789,2020-07-05 12:46:00,Instagram,8984,584.0,0.06500445235975066,17863125100923848
1790,2020-02-05 16:55:00,Instagram,5614,365.0,0.06501603135019594,17880804331518969
1791,2020-04-05 07:45:00,Instagram,8055,525.0,0.06517690875232775,17847148616035836
1792,2020-12-20 16:14:00,Instagram,4869,318.0,0.06531115218730746,18132858214094759
1793,2020-02-14 09:55:00,Instagram,5816,380.0,0.06533700137551582,17877157450547519
1794,2020-04-16 09:45:00,Instagram,5065,331.0,0.06535044422507404,17908121158436168
1795,2020-09-17 16:53:00,Instagram,6698,439.0,0.06554195282173783,17849012423316386
1796,2020-04-14 09:06:00,Instagram,9114,598.0,0.06561334211103796,17903604982445971
1797,2020-01-15 15:44:00,Instagram,5394,354.0,0.06562847608453838,17851835371813114
1798,2020-09-14 14:55:00,Instagram,4754,312.0,0.06562894404711822,17870682982953732
1799,2020-05-02 15:59:00,Instagram,5730,377.0,0.06579406631762652,17950680868333353
1802,2020-06-29 12:05:00,Instagram,6705,444.0,0.06621923937360179,17879604640674658
1803,2020-10-13 17:20:00,Instagram,4650,308.0,0.06623655913978495,17889877675708861
1804,2020-07-13 14:48:00,Instagram,6718,445.0,0.06623995236677582,17873751157813576
