Date,Post ID,Network,Post Type,Content Type,Profile,Sent by,Link,Post,Linked Content,Impressions,Organic Impressions,Paid Impressions,Reach,Organic Reach,Paid Reach,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Saves,Post Link Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Negative Feedback,Video Views,Organic Video Views,Paid Video Views,Partial Video Views,Organic Partial Video Views,Paid Partial Video Views,Full Video Views,Organic Full Video Views,Paid Full Video Views,Story Taps Back,Story Taps Forward,Story Exits,Tags
7/8/2020 11:06 am PDT,82777273087_10158485591483088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158485591483088/,"Which children’s book was your favorite growing up? 📚 

In this bonus episode of #CreativeMind, we get a sneak peek into the world of children's books. Illustrator Julie Downing and author Marissa Moss give us some tips and insights into writing and creating images for a children or young adult illustrated book. Listen here: https://bit.ly/2vuWkQR",https://bit.ly/2vuWkQR,"1,316","1,316",0,"1,131","1,131",0,,0.8%,11,2,2,0,0,0,0,0,1,1,,1,6,7,,1,,,,,,,,,,,,,"ILL, Industry Spotlight, creative mind"
6/24/2020 4:05 pm PDT,1275927944704282624,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1275927944704282624,"We are continuing to celebrate diversity and inclusion through #pridemonth! This time, let’s hear from our #LGBTQ+ club, Outloud, on local LGBTQ+ artists and organizations you can support today: https://t.co/GtmarwmV3t",https://bit.ly/2VcJ7W8,"1,193",,,,,,"18,488",0.8%,10,1,1,,,,,,0,0,,6,3,9,0,,,,,,,,,,,,,,"Academy Cares, Pride"
12/17/2020 7:06 am PST,1339587669991411715,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1339587669991411715,SIGHT TO SEE! Have you seen the #ArtU finalists' trees 🎄 in Ghirardelli Square? They will be on display until Dec. 31 as part of a special Christmas Tree Stroll through the square exhibit. More info via @abc7newsbayarea:  https://t.co/Eo5dS4VOui,https://abc7ne.ws/3qLcQ6V,715,,,,,,"18,451",0.8%,6,0,0,,,,,,0,0,,3,3,6,0,,,,,,,,,,,,,,"Academy Cares, Awards & Honors, Student Work, pr"
4/19/2020 8:43 am PDT,82777273087_10158223138003088,Facebook,Post,Link,Academy of Art University,Tiffany Liao,https://www.facebook.com/82777273087/posts/10158223138003088/,"How are you protecting the environment? Believe it or not, your clothes can have a HUGE impact on the earth. Check out these tips to make sustainable choices in fashion: https://bit.ly/3bKNnlF",https://bit.ly/3bKNnlF,"2,259","2,259",0,"2,082","2,082",0,,0.8%,19,4,4,0,0,0,0,0,0,3,,10,2,12,,1,,,,,,,,,,,,,FSH
6/29/2020 6:10 pm PDT,1277771336287428608,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1277771336287428608,COVID-19 did not stop our students from being creative! @NBCbayarea’s Malou Nubla featured a number of students and faculty to showcase their incredible #SpringShow2020 work: https://t.co/dBWmKZKQsU,https://bit.ly/2VvmQ6f,"1,426",,,,,,"18,495",0.8%,12,7,7,,,,,,1,1,,2,1,3,0,,,,,,,,,,,,,,"Student Work, spring show"
3/10/2020 4:40 pm PDT,82777273087_10158080009153088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158080009153088/,Do you know the modern tools of the art and design trade? Get to know 9 popular design programs used across multiple industries: https://bit.ly/2ThP5TX,https://bit.ly/2ThP5TX,"1,771","1,771",0,"1,742","1,742",0,,0.8%,15,3,3,0,0,0,0,0,0,0,,9,3,12,,1,,,,,,,,,,,,,"Industry Spotlight, blog"
9/16/2020 5:16 pm PDT,82777273087_10158666792228088,Facebook,Post,Text,Academy of Art University, ,https://www.facebook.com/82777273087/posts/10158666792228088/,"In a panel discussion, #ArtU social media instructors talk about news and current events in social media. Conversation moderated by Elena Eberhard, Social Media and Journalism Coordinator at Academy of Art University School of Fashion.

Instructors on the panel: Flora Tsapovsky, Diane Dorrans Saeks, Uduak Oduok, and Olia Kedik.
 
Follow Social Media Center on Facebook, Twitter, and Medium at Social Media Center at Academy of Art University",,"2,006","2,006",0,"1,925","1,925",0,,0.8%,17,8,7,1,0,0,0,0,0,1,,,8,8,,1,,,,,,,,,,,,,"FSH, Faculty, workshop"
6/22/2020 11:22 am PDT,82777273087_10158434354488088,Facebook,Post,Video,Academy of Art University,Tiffany Liao,https://www.facebook.com/82777273087/posts/10158434354488088/,"California by Design is almost HERE! 🙌 The new show will feature tons of design innovations (including one from the School of Industrial Design) and guest judges like Tom Matano this season! Don’t miss the series premiere at 7pm on KPIX-SAN CBS 5 (Bay Area) or 3pm on KCBS-LA CBS 2 (LA), Saturday June 27! https://bit.ly/3fIMv2O",https://www.facebook.com/AcademyofArtUniversity/videos/553506988678607/,"10,266","2,230","8,036","9,653","2,006","7,617",,0.8%,87,19,17,2,0,0,0,0,1,1,,8,58,66,,1,"3,318",351,"2,967","3,141",314,"2,827",177,37,140,,,,"California by Design, IDS, Partnership"
8/11/2020 10:08 am PDT,82777273087_10158575905628088,Facebook,Post,Text,Academy of Art University, ,https://www.facebook.com/82777273087/posts/10158575905628088/,"Not everyone’s design can be selected by the client. It’s a lesson in humility and sportsmanship as the students help out with the winning project. For some, conquering the heights is just as challenging.

Academy of Art University is committed to giving back to the people and communities of San Francisco. Among our contributions to the city are many vivid murals, created by students and alumni for all to enjoy. A team of Academy students hand-painted a vibrant 8-story Mural on Cova Hotel, a local boutique hotel in San Francisco.",,"1,999","1,999",0,"1,867","1,867",0,,0.9%,17,11,11,0,0,0,0,0,0,1,,,5,5,,0,,,,,,,,,,,,,"FA, ILL, Partnership, SF, Student success, video"
2/15/2020 10:00 am PST,1228740914404831232,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1228740914404831232,"Are you interested in art, but also want to try your hand at programming? Become a technical artist through our School of Game Development! Learn more: https://t.co/DypHvbNOGZ https://t.co/ubeScsuRaw","https://bit.ly/2RG0WMe, https://twitter.com/academy_of_art/status/1228740914404831232/video/1","2,112",,,,,,"18,352",0.9%,18,3,3,,,,,,0,0,,1,14,15,0,,88,,,,,,,,,,,,"GAM, video"
10/26/2020 8:07 am PDT,1320743747517403142,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1320743747517403142,"TOMORROW at 7pm - Join Aaron Gould, Global Strategic Designer for Interiors at @Ford Motor Company, to learn how understanding human behavior is important to design things that make people happy. More info: https://t.co/MtfvGKrU5l",https://bit.ly/37zkt9s,816,,,,,,"18,476",0.9%,7,3,3,,,,,,0,0,,2,2,4,0,,,,,,,,,,,,,,"Events, IDS, alumni success, workshop"
10/24/2020 9:45 pm PDT,82777273087_10158757399308088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158757399308088/,"What is community architecture? 🤔

School of Architecture's Community Outreach Coordinator Sameena Sitabhan explains it all on this episode of Creative Mind by Academy of Art University! https://bit.ly/2IF8ahl",https://bit.ly/2IF8ahl,"1,282","1,282",0,"1,196","1,196",0,,0.9%,11,6,6,0,0,0,0,0,0,0,,2,3,5,,1,,,,,,,,,,,,,"LAN, alumni success"
2/16/2020 4:09 pm PST,1229196009315631105,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1229196009315631105,It is more important than ever for artists to grow their social media audience. Check out these four tips from artists who used the online platform to increase their visibility in the field: https://t.co/BZG25zirYw,https://bit.ly/376XCOm,"1,629",,,,,,"18,351",0.9%,14,3,3,,,,,,0,1,,7,3,10,0,,,,,,,,,,,,,,engagement
3/13/2020 2:01 pm PDT,1238570786287505412,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1238570786287505412,"🎮 + 🎬 = 😍

The crossover between movies and video games are here to stay! See how these two industries collide: https://t.co/35cPlLNDGO",https://bit.ly/3ceHApp,"2,083",,,,,,"28,727",0.9%,18,4,4,,,,,,0,3,,4,7,11,0,,,,,,,,,,,,,,"GAM, Industry Spotlight, MPTV, blog"
4/2/2020 10:31 am PDT,1245765695427751936,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1245765695427751936,"Comics and Graphic Novels are everywhere right now, but which ones will rise above the rest? Here’s how to 👀  those trends: https://t.co/SWINF5WWAR",https://bit.ly/33tRIXp,810,,,,,,"18,561",0.9%,7,0,0,,,,,,0,0,,1,6,7,0,,,,,,,,,,,,,,"ILL, Industry Spotlight, blog"
8/29/2020 5:02 am PDT,1299678697184735232,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1299678697184735232,"Though his senior campaign was untimely cut short, #ARTU men's basketball alum Tim Graham will continue his basketball career with Ginásio C.F., a professional team in Portugal. #ArtSchool #BeArtistBeAthlete #PacWestMBB https://t.co/gsDuNs6VLn",https://bit.ly/3hl3bia,"1,154",,,,,,"18,478",0.9%,10,3,3,,,,,,0,0,,4,3,7,0,,,,,,,,,,,,,,"Student success, athletics"
6/9/2020 10:46 am PDT,1270411847854895104,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1270411847854895104,"Make the most of your summer! ☀️

Get a jump start on finishing your art and design degree. Sign up for our summer term and don’t let another semester pass you by. School starts June 22nd: https://t.co/gJJ4N1tOJy

📷 title """"Sitting in a Fog"""" by @aauphoto's Chris Boehm https://t.co/RxtV4NEscU","https://bit.ly/2zCjh6v, https://twitter.com/academy_of_art/status/1270411847854895104/photo/1","1,723",,,,,,"18,505",0.9%,15,5,5,,,,,,0,0,,1,9,10,0,,,,,,,,,,,,,,"PH, Student Work, spring show, summer start"
7/27/2020 11:22 am PDT,82777273087_10158536652153088,Facebook,Post,Link,Academy of Art University,Tiffany Liao,https://www.facebook.com/82777273087/posts/10158536652153088/,"How do you turn a sketch into an animated logo? Follow along @artuwnm motion graphics expert Nikki Kipple and digital artist Andrea Pimentel at their upcoming workshop on July 28 from 7 to 8:30 PM (PDT)! RSVP today: https://bit.ly/3jtchLt
🎨: I-Wen Whang, BFA Web Design & New Media",https://bit.ly/3jtchLt,"1,488","1,488",0,"1,335","1,335",0,,0.9%,13,5,5,0,0,0,0,0,0,1,,3,4,7,,0,,,,,,,,,,,,,"Faculty, wnm, workshop"
10/30/2020 3:48 pm PDT,82777273087_10158770749498088,Facebook,Post,Text,Academy of Art University, ,https://www.facebook.com/82777273087/posts/10158770749498088/,"Interested in film 🎬? Learn how producers and directors prepare to shoot a scene in this online workshop! Join Oscar-winning producer Jana Memel who is the Executive Director of the Schools of Entertainment at #ArtU and Jack Perez, director of films, television shows, and web series as they take you through the pre-production process. 

Interested in attending an online workshop LIVE? See what workshops are coming up next: https://bit.ly/3jL0xTc",,"1,029","1,029",0,996,996,0,,0.9%,9,4,4,0,0,0,0,0,0,3,,,2,2,,0,,,,,,,,,,,,,Events
3/30/2020 9:47 am PDT,1244667476949991425,Twitter,Tweet,Photo,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1244667476949991425,"#EarthDay2020 is coming up! 🌎Tag us and use #ArtUGoGreen to share your best idea/project for sustainable design (any medium) for a chance to win a Furoshiki prize by April 17. Three winners will be announced on Earth Day, April 22. https://t.co/8G7GK9O9RO",https://twitter.com/academy_of_art/status/1244667476949991425/photo/1,"1,485",,,,,,"51,168",0.9%,13,1,1,,,,,,0,1,,,11,11,0,,,,,,,,,,,,,,contest
3/6/2020 3:59 pm PST,1236078867854626816,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1236078867854626816,"Who’s excited to see @PixarOnward this weekend? 🙋

#ArtU is very proud of our alumni who contributed to this funny and heartfelt film! https://t.co/lIeDN5HHr8",https://twitter.com/academy_of_art/status/1236078867854626816/photo/1,"2,738",,,,,,"18,579",0.9%,24,1,1,,,,,,0,0,,,23,23,0,,,,,,,,,,,,,,
10/14/2020 8:08 am PDT,82777273087_10158732817258088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158732817258088/,"#ArtU alum Johnny Quan sat down with NYPL The New York Public Library to discuss his life as an illustrator, DJ-ing and how he finds opportunity. Full interview: https://on.nypl.org/3dcXzFs",https://on.nypl.org/3dcXzFs,"1,476","1,476",0,"1,382","1,382",0,,0.9%,13,5,4,1,0,0,0,0,1,2,,3,2,5,,0,,,,,,,,,,,,,"ILL, alumni success"
11/11/2020 6:09 pm PST,82777273087_10158799727353088,Facebook,Post,Photo,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/AcademyofArtUniversity/photos/a.244035553087/10158799727353088/?type=3,"Looking for a career in the entertainment 🎥 industry?

Join us for a panel chat TOMORROW November 12th at 7PM PST to hear from #ArtU's Schools of Entertainment alumni and learn their tips and tricks for working in the industry: https://bit.ly/2GSwg7H",https://www.facebook.com/AcademyofArtUniversity/photos/a.244035553087/10158799727353088/?type=3,"1,926","1,926",0,"1,772","1,772",0,,0.9%,17,8,8,0,0,0,0,0,0,0,,4,5,9,,0,,,,,,,,,,,,,Curriculum
12/18/2020 6:46 am PST,1339945098361135105,Twitter,Tweet,Video,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1339945098361135105,Wishing you a happy holiday! Feel the festive magic in the air at night with Academy of Art University’s Christmas Tree Stroll at @GhirardelliSQ before the end of the year ✨ https://t.co/YJlJ0ojj4v,https://twitter.com/academy_of_art/status/1339945098361135105/video/1,793,,,,,,"18,478",0.9%,7,3,3,,,,,,0,0,,,4,4,0,,85,,,,,,,,,,,,"Holiday, IDS, Partnership"
5/2/2020 2:55 pm PDT,1256703801815416837,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1256703801815416837,How do you keep up your momentum when life and work are stressing you out? We asked School of Illustration student Richelle Cowan to share her insights with us! https://t.co/UWqnNvBzxI,https://twitter.com/academy_of_art/status/1256703801815416837/video/1,"1,811",,,,,,"18,568",0.9%,16,2,2,,,,,,0,0,,,14,14,0,,131,,,,,,,,,,,,"ArtU, ILL, Student success, video"
8/30/2020 10:10 pm PDT,1300299780506243073,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1300299780506243073,Looking to learn the ins-and-outs of artistic collaboration - especially how to have success online? We got everything you need right here: https://t.co/eqsEXbyhhf,https://bit.ly/2YmYdKt,"1,245",,,,,,"18,477",0.9%,11,4,4,,,,,,0,0,,1,6,7,0,,,,,,,,,,,,,,"blog, study tips"
2/27/2020 9:19 am PST,1233079141962067968,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1233079141962067968,"Can you believe Spring Show season is almost here?! 😲

In the meantime, see the best of the best student work from the 2019 #ArtU’s Spring Show  Student Showcase from School of Interior Architecture &amp; Design! https://t.co/eCzfLbh95P",https://twitter.com/academy_of_art/status/1233079141962067968/video/1,"2,149",,,,,,"51,541",0.9%,19,6,6,,,,,,0,1,,,12,12,0,,137,,,,,,,,,,,,"IAD, spring show, video"
2/14/2020 5:44 pm PST,1228495144061673473,Twitter,Tweet,Photo,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1228495144061673473,"It's never too late to chase after your dreams! @AcademyUFashion alumni @edenslez, retail manager turned sustainable fashion designer, just presented his brand Mined on Denim at #NYFW Men's Day 2020! Explore more: https://t.co/xHI1jhtAp3 
📷: Marsha Lebedev Bernstein https://t.co/M38QS1454t","https://bit.ly/2SJLQof, https://twitter.com/academy_of_art/status/1228495144061673473/photo/1","2,817",,,,,,"27,404",0.9%,25,6,6,,,,,,0,3,,1,15,16,0,,,,,,,,,,,,,,"FSH, alumni success"
8/11/2020 11:21 am PDT,6699016774047948800,LinkedIn,Post,Video,Academy of Art University,Jennifer Sacoolas,https://linkedin.com/feed/update/urn:li:ugcPost:6699016774047948800,"“Some of us might be chosen by the client, some of us might not. But that doesn’t mean you have to stop there” explains Stanley Senjaya, BFA Illustration student. See how #ArtU students came together to create the Cova Hotel Mural in San Francisco. Watch the full video! ",,"2,809",,,,,,,0.9%,25,10,10,,,,,,0,0,,15,,15,,,593,,,,,,0,,,,,,"FA, ILL, video"
2/3/2020 10:13 am PST,82777273087_10157973615628088,Facebook,Post,Video,Academy of Art University,Tiffany Liao,https://www.facebook.com/82777273087/posts/10157973615628088/,"Working closely with @Subaru, students across multiple departments collaborate to create teams to further envision the future of the brand. Watch episode two: “Stop, Collaborate, and Listen” of the Subaru Project series and see how each team plays a big part in building the new look! https://bit.ly/2ShTvJU",https://www.facebook.com/AcademyofArtUniversity/videos/114562126655794/,"30,830","3,361","27,469","26,658","3,274","23,351",,0.9%,275,33,24,7,0,2,0,0,0,1,,12,229,241,,0,"12,170",577,"11,593","11,490",474,"11,016",680,103,577,,,,IDS
6/26/2020 5:39 pm PDT,1276676370056327168,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1276676370056327168,"Great works of art inspire other great works of art! Here’s our list of historic masterpieces that have been reinterpreted in modern pieces: https://t.co/hhnoVrBANN 

What’s a masterpiece that inspires you? Share with us in the comments below 👇",https://bit.ly/2ZM9yoO,"1,115",,,,,,"18,485",0.9%,10,2,2,,,,,,1,0,,4,3,7,0,,,,,,,,,,,,,,"Industry Spotlight, art history, blog"
12/10/2020 5:19 pm PST,82777273087_10158864964058088,Facebook,Post,Link,Academy of Art University, ,https://www.facebook.com/82777273087/posts/10158864964058088/,"Craig decided to switch it up today and go with a figure in an environment, but got a little carried away and went with 6 figures in and environment in this week's painting demo.",https://www.facebook.com/AcademyofArtUniversity/videos/1087729481693627/,"1,669","1,666",0,"1,503","1,503",0,,0.9%,15,8,8,0,0,0,0,0,0,1,,0,6,6,,0,,,,,,,,,,,,,
4/3/2020 10:44 am PDT,82777273087_10158165959168088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158165959168088/,"From his service in the U.S. Air Force to his current BFA candidacy in the Academy’s graphic design school, Drew Gaerlan continues his self-improvement. https://bit.ly/2waNVCt",https://bit.ly/2waNVCt,"1,667","1,667",0,"1,554","1,554",0,,0.9%,15,4,4,0,0,0,0,0,0,1,,3,7,10,,1,,,,,,,,,,,,,"GD, military, website"
5/20/2020 8:07 pm PDT,1263305306337148929,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1263305306337148929,"How do documentaries come to be? That’s what this episode of #CreativeMind is all about! 

We sit down with Marjorie Sturm, the director behind ""The Cult of JT Leroy"", and discuss the process of creating the story you want to see. Listen here: https://t.co/vK16VFfPNI https://t.co/lEkBnMZgqH","https://bit.ly/2LHUErD, https://twitter.com/academy_of_art/status/1263305306337148929/video/1","2,556",,,,,,"50,565",0.9%,23,4,4,,,,,,0,1,,4,14,18,0,,119,,,,,,,,,,,,"Faculty, Industry Spotlight, MPTV, creative mind"
7/24/2020 2:03 pm PDT,82777273087_10158528963553088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158528963553088/,"With the release of his sixth single ""81st Street,"" #ARTU track & field alumni Marlon Britton (ImMarlonB) continues to organically share his experience as a singer-songwriter. #ArtSchool #BeArtistBeAthlete https://bit.ly/2BUZIay",https://bit.ly/2BUZIay,"1,660","1,660",0,"1,466","1,466",0,,0.9%,15,6,6,0,0,0,0,0,1,1,,5,2,7,,0,,,,,,,,,,,,,"alumni success, athletics"
2/17/2020 1:51 pm PST,82777273087_10158015856248088,Facebook,Post,Video,Academy of Art University,Tiffany Liao,https://www.facebook.com/82777273087/posts/10158015856248088/,"After their first big presentation last week, students from the @Subaru project are ready to refine their designs. Thanks to a professional clay modeler from Subaru, the teams are getting closer in bringing designs to life. Watch episode four: “Bringing Design to Life” of the Subaru Project series to see how they improve their products! https://bit.ly/2UYOMQl",https://www.facebook.com/AcademyofArtUniversity/videos/480075442684571/,"37,934","3,611","34,323","32,836","3,648","29,491",,0.9%,343,35,31,3,0,1,0,0,0,4,,17,287,304,,0,"14,509",657,"13,852","13,735",581,"13,154",774,76,698,,,,IDS
6/25/2020 4:16 pm PDT,1276293117977792512,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1276293117977792512,"""The purpose of art is washing the dust of daily life off our souls."" ~Pablo Picasso

📷 titled ""Liminal Space: Where the Conscious and the Unconscious Meet to Dance"" by @aauphoto's Kimberley Bermender 

See more #ArtU #SpringShow2020 artists here: https://t.co/Evd6gNROSt https://t.co/mhiHRFOwFP","https://bit.ly/36E4B2F, https://twitter.com/academy_of_art/status/1276293117977792512/photo/1","2,208",,,,,,"21,554",0.9%,20,7,7,,,,,,1,1,,0,11,11,0,,,,,,,,,,,,,,"Student Work, WednesdayWisdom, spring show"
7/20/2020 6:21 pm PDT,1285384249076592640,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1285384249076592640,Want to see amazing videos created by #ArtU students and faculty? Grab some popcorn and check out ACADEMY FLIX – a site spearheaded by School of Visual Development’s Director Nicolas Villarreal: https://t.co/7MzhtI0yCl,https://bit.ly/3jngCj0,"1,435",,,,,,"18,842",0.9%,13,6,6,,,,,,0,2,,1,4,5,0,,,,,,,,,,,,,,"Faculty, Student Work, VIS, website"
6/12/2020 5:29 pm PDT,82777273087_10158404978448088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158404978448088/,"In this episode of #CreativeMind, Bobby and Andrea Skillings, @AcademyUFashion Product Development Program Coordinator at #ArtU, cover the real-world job of working in fashion - brands, design, and international business. Listen here: https://bit.ly/2U5Q8re",https://www.facebook.com/AcademyofArtUniversity/videos/256580709106504/,"2,427","2,427",0,"2,187","2,187",0,,0.9%,22,9,8,1,0,0,0,0,0,1,,,12,12,,0,331,331,0,303,303,0,28,28,0,,,,"FSH, Faculty, Industry Spotlight, creative mind"
3/2/2020 6:50 pm PST,82777273087_10158057311098088,Facebook,Post,Video,Academy of Art University,Tiffany Liao,https://www.facebook.com/82777273087/posts/10158057311098088/,It's the series finale! Students from the @Subaru project are now ready to present their work to the big stage. Watch what the students and sponsors have to say in the last episode: “The Big Pitch” of the Subaru Project: https://bit.ly/2TJY6Wn,https://www.facebook.com/AcademyofArtUniversity/videos/504336807173648/,"39,911","4,150","35,761","35,183","4,135","31,141",,0.9%,362,48,31,15,0,2,0,0,15,5,,17,277,294,,3,"15,887",885,"15,002","14,974",694,"14,280",913,191,722,,,,IDS
9/4/2020 3:19 pm PDT,82777273087_10158635792863088,Facebook,Post,Text,Academy of Art University, ,https://www.facebook.com/82777273087/posts/10158635792863088/,Checkout #ArtU's School of Industrial Design & @ARTU.Knights Track & Field alumni Aric Armon's footwear design workshop! Hear his path to working at #Adidas with Patrick Mahomes and other professional athletes in addition to teaching at Academy of Art University! #ArtSchool #BeArtistBeAthlete,,"1,757","1,757",0,"1,646","1,646",0,,0.9%,16,7,7,0,0,0,0,0,1,0,,,8,8,,0,,,,,,,,,,,,,"IDS, alumni success, athletics, workshop"
7/20/2020 9:18 am PDT,1285247647192940544,Twitter,Tweet,Video,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1285247647192940544,"Curious about how landscape architects create and transform living spaces? 🍃Check out Landscape Architecture Director Jeff McLane’s free online workshop, Decoding the Landscape, to gain insight on the profession on July 21, 2020 at 7pm (PDT). RSVP here: https://t.co/5ArftgeqRb https://t.co/uh37rRYZxq","https://bit.ly/329Gysj, https://twitter.com/academy_of_art/status/1285247647192940544/video/1",988,,,,,,"18,481",0.9%,9,1,1,,,,,,0,0,,0,8,8,0,,80,,,,,,,,,,,,"Faculty, LAN, workshop"
3/6/2020 9:51 am PST,82777273087_10158067330678088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158067330678088/,"Want to make a lasting impression on stage? Become a costume designer! 

Learn the intricacies of costume design at #ArtU’s Academy of Art University School of Fashion! https://bit.ly/37D2ATq",https://bit.ly/37D2ATq,"1,756","1,756",0,"1,709","1,709",0,,0.9%,16,6,6,0,0,0,0,0,0,0,,7,3,10,,0,,,,,,,,,,,,,"FSH, Industry Spotlight, blog"
2/12/2020 10:28 am PST,1227660650245230594,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1227660650245230594,"""Your present circumstances don't determine where you can go; they merely determine where you start.""~Nido Qubein

📷 by @aauphoto's Dianne S. Morton. https://t.co/Qywm5sBRBd",https://twitter.com/academy_of_art/status/1227660650245230594/photo/1,"2,302",,,,,,"18,620",0.9%,21,5,5,,,,,,0,1,,,15,15,0,,,,,,,,,,,,,,"blog, financial aid"
12/1/2020 7:11 pm PST,1333971905217523712,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1333971905217523712,".@academyufashion partnered up with #CreativesWantChange to support young black artists! Founded by Randy Cousin of @TommyHilfiger, @JoesBlackbook, and Matthew Kane of @ClubMonaco, the initiative will bring opportunities to many Black talent. Read more: https://t.co/rkUeciWmz4",https://bit.ly/33yNaAe,"1,532",,,,,,"21,063",0.9%,14,3,3,,,,,,0,3,,2,6,8,0,,,,,,,,,,,,,,"Academy Cares, FSH, Partnership"
6/17/2020 4:49 pm PDT,82777273087_10158419681093088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158419681093088/,"Did you know that Academy of Art University School of Fashion now offers Footwear and Accessory Design?! #CreativeMind’s Bobby Brill sits down with #AcademyUFashion’s Damion Le Cappelain to discuss the importance of this newly launched track! Listen to the podcast: https://bit.ly/2vuWkQR

 Also available on Apple Podcasts, Google Podcasts, Spotify as well as #ArtU’s YouTube channel!",https://www.facebook.com/AcademyofArtUniversity/videos/269275437514687/,"2,181","2,181",0,"1,943","1,943",0,,0.9%,20,5,5,0,0,0,0,0,1,0,,,14,14,,0,311,311,0,280,280,0,31,31,0,,,,"Curriculum, FSH, creative mind"
11/24/2020 4:12 pm PST,1331390147401818112,Twitter,Tweet,Text,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1331390147401818112,"Who wants to drive this @cadillac? 🙋

""Cadillac Proteure"" by School of Industrial Design's Brett LaBar",,762,,,,,,"18,461",0.9%,7,0,0,,,,,,0,0,,,7,7,0,,,,,,,,,,,,,,Student Work
5/29/2020 5:07 pm PDT,82777273087_10158361664243088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158361664243088/,"Have you heard? The Rookies Awards 2020 deadline is fast approaching! This year is the 10th anniversary of awarding some of the best young creatives in visual effects, animation, games, virtual reality, motion graphics and 3D visualization. Don’t miss out! Submit your best work today: https://bit.ly/36DHaXo",https://bit.ly/36DHaXo,"2,173","2,173",0,"2,011","2,011",0,,0.9%,20,7,7,0,0,0,0,0,0,2,,5,6,11,,0,,,,,,,,,,,,,"ANM, Awards & Honors, GAM, contest"
